,Player,PlayerURL
666,Youstin Salas,https://fbref.com/req/202302030/images/headshots/055dd4d3_2022.jpg
667,Haji Wright,https://fbref.com/req/202302030/images/headshots/91cd37b7_2022.jpg
668,Thiago Almada,https://fbref.com/req/202302030/images/headshots/27f33438_2022.jpg
669,Hakim Ziyech,https://fbref.com/req/202302030/images/headshots/6622454d_2022.jpg
670,Cameron Carter-Vickers,https://fbref.com/req/202302030/images/headshots/88ced02c_2022.jpg
671,Gonçalo Ramos,https://fbref.com/req/202302030/images/headshots/f63cda26_2022.jpg
672,Xavi Simons,https://fbref.com/req/202302030/images/headshots/da4d670f_2022.jpg
673,Krépin Diatta,https://fbref.com/req/202302030/images/headshots/8104e41e_2022.jpg
674,Srđan Babić,https://fbref.com/req/202302030/images/headshots/075fe5a3_2022.jpg
675,Artur Jędrzejczyk,https://fbref.com/req/202302030/images/headshots/d1943c8b_2022.jpg
676,Walid Cheddira,https://fbref.com/req/202302030/images/headshots/0545a08e_2022.jpg
677,Jakub Kiwior,https://fbref.com/req/202302030/images/headshots/dc3e663e_2022.jpg
678,Jerome Ngom Mbekeli,https://fbref.com/req/202302030/images/headshots/32bb1138_2022.jpg
679,Georges-Kévin N'Koudou,https://fbref.com/req/202302030/images/headshots/76c131da_2022.jpg
