,player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,games,games_starts,minutes,goals_pens,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
159,Nemanja Gudelj,MF,Serbia,31-032,1991,1.0,2.0,2,1.0,0.0,1.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,2,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,3,0,0,0,0.0,0.0,0,6.0,1.0,1.0,50.0,52.0,51.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,84.6,755.0,229.0,23.0,24.0,95.8,18.0,23.0,78.3,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,59.0,2.0,22.0,32.0,5.0,0.0,59.0,0.0,0.0,,2.0,2.0,42.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2,1,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Nemanja Maksimović,MF,Serbia,27-326,1995,1.4,4.0,2,0.0,3.0,1.0,2.0,3.0,66.7,1.0,3.0,0.0,3.0,3,7.0,3.0,0.0,4.0,2.95,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2,0.0,0.0,0,6.0,0.0,3.0,0.0,57.0,55.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,87.7,673.0,181.0,31.0,31.0,100.0,18.0,22.0,81.8,0.0,2.0,0.0,0,0.1,0.1,-0.1,3.0,5.0,2.0,2.0,0.0,75.0,3.0,17.0,46.0,12.0,1.0,75.0,0.0,0.0,,2.0,1.0,41.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,1,122,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.07,0.07,0.0,0.07
161,Neymar,MF,Brazil,30-316,1992,3.1,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1,2.0,0.0,0.0,15.0,5.42,5.0,2.0,2.0,2.0,4.0,0.0,4.0,1.45,2.0,0.0,1.0,1.0,0.0,0.0,0,0,0,4,16,2,8,0.0,0.0,0,11.0,0.0,3.0,0.0,153.0,131.0,22.0,8.0,2.0,0.0,3.0,9.0,6.0,1.0,0.0,121.0,0.0,5.0,79.1,1795.0,627.0,62.0,76.0,81.6,45.0,53.0,84.9,7.0,13.0,53.8,0,0.8,0.5,-0.8,6.0,16.0,4.0,0.0,14.0,203.0,0.0,11.0,101.0,94.0,15.0,202.0,6.0,23.0,26.1,8.0,12.0,167.0,21.0,2,11,6,54.5,3.55,1.94,0.09,0.17,19.2,3.0,1,1,2.7,1.9,0.18,-0.7,-0.9,3,3,279,1,0.65,0.0,0.65,0.32,0.32,2.7,0.98,0.29,1.27,0.7,0.98
162,Nicola Zalewski,MF,Poland,20-329,2002,0.7,4.0,0,4.0,0.0,0.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,2,0,1,0.0,0.0,0,5.0,0.0,1.0,0.0,17.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,88.2,280.0,54.0,3.0,4.0,75.0,10.0,11.0,90.9,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,29.0,1.0,8.0,11.0,12.0,0.0,29.0,0.0,2.0,0.0,3.0,1.0,18.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2,1,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Nicolás De La Cruz,MF,Uruguay,25-200,1997,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,4.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,1,0.0,0.0,0,4.0,0.0,1.0,0.0,25.0,21.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,1.0,1.0,80.0,316.0,85.0,11.0,11.0,100.0,6.0,8.0,75.0,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,28.0,0.0,2.0,15.0,12.0,2.0,28.0,0.0,1.0,0.0,1.0,1.0,23.0,1.0,0,1,1,100.0,2.37,2.37,0.0,0.0,32.4,1.0,0,0,0.0,0.0,0.04,0.0,0.0,2,0,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
164,Noa Lang,MF,Netherlands,23-184,1999,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0.0,0.0,0,1.0,0.0,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.3,5.0,6.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,,0.0,0.0,1.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
165,Olivier Ntcham,MF,Cameroon,26-312,1996,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,3.0,11.74,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.91,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,91.7,169.0,63.0,7.0,7.0,100.0,4.0,4.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,14.0,1.0,3.0,7.0,4.0,0.0,14.0,2.0,2.0,100.0,0.0,0.0,10.0,0.0,0,1,1,100.0,3.6,3.6,0.0,0.0,30.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0,1,0,25,0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.09,0.25,0.16,0.25
166,Orbelín Pineda,MF,Mexico,26-269,1996,0.8,4.0,3,2.0,1.0,1.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,0,4.0,0.0,0.0,1.0,1.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,4,0,0,0.0,0.0,0,4.0,0.0,2.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,72.0,253.0,71.0,13.0,16.0,81.3,4.0,7.0,57.1,1.0,1.0,100.0,0,0.1,0.0,-0.1,1.0,5.0,0.0,0.0,3.0,46.0,1.0,5.0,21.0,21.0,4.0,46.0,0.0,2.0,0.0,3.0,3.0,31.0,1.0,0,4,1,25.0,4.74,1.18,0.0,0.0,15.1,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,1,1,76,0,0.0,0.0,0.0,0.0,0.0,0.4,0.38,0.07,0.45,0.38,0.45
167,Osman Bukari,MF,Ghana,24-005,1998,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0.0,0.0,0,2.0,1.0,2.0,33.3,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,70.0,169.0,30.0,10.0,12.0,83.3,4.0,4.0,100.0,0.0,2.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,1.0,29.0,0.0,1.0,10.0,18.0,4.0,29.0,0.0,2.0,0.0,1.0,1.0,17.0,6.0,1,3,1,33.3,4.58,1.53,0.33,1.0,17.6,0.0,0,0,0.5,0.5,0.17,0.5,0.5,2,0,59,1,1.53,0.0,1.53,1.53,1.53,0.6,0.76,0.09,0.85,0.76,0.85
168,Otávio,MF,Portugal,27-312,1995,2.2,7.0,7,1.0,5.0,1.0,3.0,5.0,60.0,2.0,0.0,0.0,0.0,1,8.0,1.0,0.0,7.0,3.21,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,10,0,5,0.0,0.0,0,16.0,1.0,1.0,50.0,127.0,122.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,98.0,0.0,2.0,77.2,1532.0,414.0,55.0,64.0,85.9,27.0,37.0,73.0,10.0,16.0,62.5,0,0.4,0.5,-0.4,4.0,10.0,7.0,2.0,12.0,145.0,0.0,16.0,88.0,41.0,1.0,145.0,0.0,0.0,,4.0,3.0,110.0,9.0,0,3,2,66.7,1.38,0.92,0.0,0.0,23.2,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,3,3,196,0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.17,0.23,0.05,0.23
169,Paik Seung-ho,MF,Korea Republic,25-276,1997,0.3,3.0,2,1.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,3.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0,4.0,1.0,0.0,100.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,74.1,260.0,57.0,10.0,14.0,71.4,7.0,9.0,77.8,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,30.0,1.0,4.0,18.0,8.0,1.0,30.0,0.0,0.0,,0.0,0.0,19.0,0.0,1,1,1,100.0,3.46,3.46,1.0,1.0,30.4,0.0,0,0,0.0,0.0,0.04,1.0,1.0,1,0,26,1,3.46,0.0,3.46,3.46,3.46,0.0,0.15,0.0,0.15,0.15,0.15
170,Pape Gueye,MF,Senegal,23-328,1999,1.7,4.0,2,0.0,4.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,2,6.0,2.0,0.0,3.0,1.76,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,3,0,1,0.0,0.0,0,5.0,5.0,3.0,62.5,62.0,55.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,45.0,1.0,2.0,72.6,811.0,205.0,23.0,27.0,85.2,13.0,15.0,86.7,9.0,14.0,64.3,0,0.2,0.1,-0.2,2.0,5.0,2.0,1.0,4.0,81.0,2.0,17.0,46.0,19.0,3.0,81.0,0.0,1.0,0.0,3.0,3.0,42.0,3.0,0,4,2,50.0,2.35,1.18,0.0,0.0,24.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,3,1,153,0,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.11,0.18,0.07,0.18
171,Pape Matar Sarr,MF,Senegal,20-095,2002,0.7,3.0,2,1.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,3.0,2.0,0.0,2.0,3.05,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.53,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,5,0.0,0.0,0,3.0,1.0,0.0,100.0,43.0,35.0,8.0,2.0,0.0,1.0,0.0,6.0,3.0,1.0,0.0,36.0,0.0,0.0,83.7,639.0,174.0,17.0,19.0,89.5,12.0,15.0,80.0,5.0,6.0,83.3,0,0.0,0.1,0.0,1.0,3.0,1.0,0.0,2.0,54.0,3.0,11.0,28.0,15.0,0.0,54.0,0.0,2.0,0.0,0.0,2.0,36.0,1.0,0,4,0,0.0,6.1,0.0,0.0,,30.8,1.0,0,0,0.1,0.1,0.03,-0.1,-0.1,2,0,59,0,0.0,0.0,0.0,0.0,0.0,0.2,0.18,0.05,0.23,0.18,0.23
172,Papu Gómez,MF,Argentina,34-306,1988,1.2,2.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,3.0,0.0,0.0,1.0,0.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,5,1,1,0.0,0.0,0,6.0,1.0,0.0,100.0,60.0,56.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53.0,3.0,0.0,88.3,671.0,74.0,40.0,43.0,93.0,11.0,12.0,91.7,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,69.0,0.0,8.0,39.0,23.0,1.0,69.0,1.0,2.0,50.0,1.0,1.0,58.0,5.0,0,2,0,0.0,1.68,0.0,0.0,,26.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,2,2,107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
173,Pathé Ciss,MF,Senegal,28-277,1994,1.6,3.0,3,1.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2,5.0,4.0,0.0,1.0,0.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,4,0,0,0,0.0,0.0,0,10.0,5.0,0.0,100.0,57.0,57.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,80.7,816.0,255.0,19.0,23.0,82.6,17.0,21.0,81.0,5.0,5.0,100.0,0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,8.0,74.0,6.0,20.0,49.0,9.0,1.0,74.0,1.0,3.0,33.3,4.0,1.0,40.0,0.0,0,1,0,0.0,0.62,0.0,0.0,,12.8,0.0,0,0,0.0,0.0,0.04,0.0,0.0,3,2,146,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
174,Pedri,MF,Spain,20-023,2002,4.0,4.0,2,2.0,2.0,0.0,1.0,6.0,16.7,5.0,5.0,0.0,5.0,4,8.0,3.0,0.0,14.0,3.87,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,3,0,2,0.0,0.0,0,27.0,2.0,0.0,100.0,434.0,428.0,6.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,393.0,0.0,9.0,90.6,7400.0,1439.0,160.0,168.0,95.2,175.0,185.0,94.6,52.0,58.0,89.7,0,0.8,0.9,-0.8,5.0,71.0,6.0,0.0,33.0,462.0,3.0,35.0,324.0,107.0,2.0,462.0,6.0,11.0,54.5,4.0,5.0,395.0,9.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,4,4,356,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.22,0.22,0.0,0.22
175,Pierre Højbjerg,MF,Denmark,27-135,1995,3.0,4.0,2,2.0,2.0,0.0,3.0,6.0,50.0,3.0,3.0,1.0,2.0,3,7.0,6.0,0.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0,26.0,1.0,0.0,100.0,224.0,216.0,8.0,5.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,200.0,0.0,1.0,89.3,3784.0,1123.0,95.0,102.0,93.1,68.0,75.0,90.7,35.0,44.0,79.5,0,0.0,0.1,0.0,1.0,30.0,2.0,0.0,21.0,249.0,13.0,56.0,175.0,20.0,0.0,249.0,1.0,2.0,50.0,3.0,2.0,180.0,4.0,0,2,1,50.0,0.67,0.33,0.0,0.0,30.7,0.0,0,0,0.0,0.0,0.01,0.0,0.0,3,3,270,0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02
176,Pierre Kunde,MF,Cameroon,27-145,1995,1.5,4.0,2,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4,8.0,4.0,0.0,3.0,2.03,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,1,0,4,0.0,0.0,0,13.0,1.0,0.0,100.0,49.0,40.0,9.0,5.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,38.0,0.0,2.0,77.6,751.0,264.0,17.0,20.0,85.0,12.0,14.0,85.7,7.0,11.0,63.6,0,0.1,0.2,-0.1,1.0,8.0,1.0,0.0,4.0,70.0,6.0,19.0,43.0,10.0,2.0,70.0,0.0,1.0,0.0,2.0,3.0,33.0,1.0,0,5,2,40.0,3.44,1.37,0.0,0.0,22.1,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,2,2,131,0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.05,0.2,0.15,0.2
177,Piotr Zieliński,MF,Poland,28-212,1994,3.6,7.0,5,3.0,3.0,1.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,1,8.0,7.0,0.0,12.0,3.28,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,2,0,16,0.0,0.0,0,17.0,0.0,2.0,0.0,153.0,128.0,25.0,8.0,0.0,3.0,0.0,9.0,3.0,6.0,0.0,124.0,0.0,1.0,81.0,2125.0,676.0,54.0,59.0,91.5,52.0,60.0,86.7,11.0,24.0,45.8,0,0.4,0.4,-0.4,7.0,14.0,1.0,1.0,8.0,178.0,7.0,23.0,115.0,43.0,3.0,178.0,1.0,4.0,25.0,2.0,1.0,113.0,4.0,1,3,2,66.7,0.82,0.55,0.33,0.5,11.3,0.0,0,0,0.6,0.6,0.2,0.4,0.4,4,4,328,1,0.27,0.0,0.27,0.27,0.27,1.0,0.16,0.11,0.26,0.16,0.26
178,Przemysław Frankowski,MF,Poland,27-250,1995,2.7,7.0,4,4.0,1.0,2.0,2.0,6.0,33.3,4.0,1.0,1.0,0.0,3,10.0,5.0,0.0,5.0,1.87,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,5,0,8,0.0,0.0,0,12.0,1.0,1.0,50.0,74.0,71.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,49.0,0.0,8.0,66.2,729.0,228.0,26.0,33.0,78.8,18.0,22.0,81.8,2.0,8.0,25.0,0,0.2,0.1,-0.2,1.0,5.0,2.0,1.0,3.0,97.0,6.0,22.0,42.0,34.0,1.0,97.0,2.0,4.0,50.0,3.0,3.0,56.0,4.0,0,1,0,0.0,0.37,0.0,0.0,,15.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,4,3,240,0,0.0,0.0,0.0,0.0,0.0,0.3,0.01,0.09,0.11,0.01,0.11
179,Remo Freuler,MF,Switzerland,30-247,1992,3.6,8.0,5,3.0,5.0,0.0,4.0,6.0,66.7,2.0,3.0,0.0,3.0,3,11.0,3.0,1.0,7.0,1.95,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,2,0,0,0.0,0.0,0,19.0,1.0,4.0,20.0,154.0,146.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,127.0,1.0,2.0,82.5,1914.0,451.0,68.0,77.0,88.3,51.0,57.0,89.5,5.0,11.0,45.5,0,0.0,0.1,0.0,0.0,11.0,1.0,0.0,11.0,197.0,6.0,48.0,109.0,41.0,4.0,197.0,0.0,4.0,0.0,12.0,0.0,124.0,5.0,1,3,1,33.3,0.84,0.28,0.33,1.0,10.3,0.0,0,0,0.5,0.5,0.17,0.5,0.5,4,4,323,1,0.28,0.0,0.28,0.28,0.28,0.5,0.14,0.0,0.14,0.14,0.14
180,Riyadh Sharahili,MF,Saudi Arabia,29-234,1993,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,2,2.0,4.0,0.0,1.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,0,0,0.0,0.0,0,3.0,1.0,1.0,50.0,17.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,82.4,203.0,54.0,8.0,8.0,100.0,5.0,5.0,100.0,1.0,3.0,33.3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,6.0,11.0,16.0,2.0,0.0,28.0,1.0,2.0,50.0,1.0,1.0,10.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
181,Roan Wilson,MF,Costa Rica,20-231,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,52.0,0.0,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,5.0,0.0,0.0,8.0,0.0,0.0,,0.0,0.0,5.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Rodrigo Bentancur,MF,Uruguay,25-176,1997,2.4,9.0,8,4.0,4.0,1.0,3.0,3.0,100.0,0.0,3.0,0.0,3.0,7,16.0,5.0,0.0,8.0,3.38,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,5,3,0,2,0.0,0.0,0,35.0,6.0,3.0,66.7,160.0,152.0,8.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,136.0,0.0,2.0,85.0,2417.0,762.0,62.0,70.0,88.6,56.0,66.0,84.8,14.0,17.0,82.4,0,0.1,0.1,-0.1,2.0,16.0,1.0,1.0,11.0,197.0,7.0,54.0,125.0,25.0,2.0,197.0,3.0,6.0,50.0,6.0,3.0,118.0,0.0,0,3,1,33.3,1.27,0.42,0.0,0.0,15.8,0.0,0,0,0.6,0.6,0.21,-0.6,-0.6,3,3,213,0,0.0,0.0,0.0,0.0,0.0,0.8,0.26,0.06,0.32,0.26,0.32
183,Rodrigo De Paul,MF,Argentina,28-208,1994,6.7,11.0,6,6.0,4.0,1.0,8.0,13.0,61.5,5.0,8.0,0.0,8.0,7,18.0,3.0,0.0,19.0,2.85,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,15,0,12,0.0,0.0,0,42.0,2.0,3.0,40.0,562.0,530.0,28.0,17.0,2.0,1.0,7.0,4.0,1.0,0.0,0.0,470.0,4.0,10.0,83.6,6959.0,1454.0,281.0,306.0,91.8,164.0,192.0,85.4,18.0,38.0,47.4,0,0.3,0.4,-0.3,7.0,35.0,7.0,1.0,18.0,625.0,4.0,80.0,371.0,179.0,12.0,625.0,1.0,9.0,11.1,9.0,7.0,481.0,15.0,0,7,3,42.9,1.05,0.45,0.0,0.0,20.5,0.0,0,0,0.9,0.9,0.13,-0.9,-0.9,7,7,599,0,0.0,0.0,0.0,0.0,0.0,1.2,0.13,0.05,0.18,0.13,0.18
184,Rodrygo,MF,Brazil,21-343,2001,2.0,4.0,1,0.0,1.0,3.0,0.0,4.0,0.0,4.0,6.0,1.0,5.0,2,6.0,1.0,0.0,16.0,9.54,10.0,1.0,2.0,0.0,2.0,1.0,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,6,1,9,0.0,0.0,0,11.0,0.0,3.0,0.0,113.0,101.0,12.0,2.0,1.0,0.0,3.0,7.0,4.0,0.0,0.0,91.0,0.0,1.0,80.5,1201.0,240.0,53.0,61.0,86.9,28.0,34.0,82.4,4.0,10.0,40.0,1,0.4,0.6,0.6,6.0,4.0,3.0,0.0,7.0,152.0,3.0,10.0,63.0,80.0,15.0,152.0,2.0,9.0,22.2,9.0,3.0,106.0,14.0,0,6,2,33.3,2.98,0.99,0.0,0.0,18.7,1.0,0,0,0.4,0.4,0.07,-0.4,-0.4,5,1,181,0,0.0,0.5,0.5,0.0,0.5,0.9,0.26,0.25,0.52,0.26,0.52
