,Player,PlayerURL
1,Nicolás Otamendi,https://fbref.com/req/202302030/images/headshots/0d267745_2022.jpg
2,Lionel Messi,https://fbref.com/req/202302030/images/headshots/d70ce98e_2022.jpg
3,Leandro Paredes,https://fbref.com/req/202302030/images/headshots/dff153a4_2022.jpg
4,Lautaro Martínez,https://fbref.com/req/202302030/images/headshots/f7036e1c_2022.jpg
5,Emiliano Martínez,https://fbref.com/req/202302030/images/headshots/7956236f_2022.jpg
6,Nahuel Molina,https://fbref.com/req/202302030/images/headshots/23610943_2022.jpg
7,Marcos Acuña,https://fbref.com/req/202302030/images/headshots/81442ecb_2022.jpg
8,Ángel Di María,https://fbref.com/req/202302030/images/headshots/19cda00b_2022.jpg
9,Nicolás Tagliafico,https://fbref.com/req/202302030/images/headshots/f0661424_2022.jpg
10,Gonzalo Montiel,https://fbref.com/req/202302030/images/headshots/374d5158_2022.jpg
11,Cristian Romero,https://fbref.com/req/202302030/images/headshots/a3d94a58_2022.jpg
12,Germán Pezzella,https://fbref.com/req/202302030/images/headshots/8c725b43_2022.jpg
13,Guido Rodríguez,https://fbref.com/req/202302030/images/headshots/34e393f2_2022.jpg
14,Papu Gómez,https://fbref.com/req/202302030/images/headshots/6e4df551_2022.jpg
15,Lisandro Martínez,https://fbref.com/req/202302030/images/headshots/bac46a10_2022.jpg
16,Exequiel Palacios,https://fbref.com/req/202302030/images/headshots/e82adcab_2022.jpg
17,Alexis Mac Allister,https://fbref.com/req/202302030/images/headshots/83d074ff_2022.jpg
18,Julián Álvarez,https://fbref.com/req/202302030/images/headshots/15ab5a2b_2022.jpg
19,Juan Foyth,https://fbref.com/req/202302030/images/headshots/6c7762c3_2022.jpg
20,Paulo Dybala,https://fbref.com/req/202302030/images/headshots/e0921a4f_2022.jpg
21,Ángel Correa,https://fbref.com/req/202302030/images/headshots/01eb744d_2022.jpg
22,Ajdin Hrustic,https://fbref.com/req/202302030/images/headshots/1f2d714c_2022.jpg
23,Jackson Irvine,https://fbref.com/req/202302030/images/headshots/4637747c_2022.jpg
24,Aaron Mooy,https://fbref.com/req/202302030/images/headshots/47b7e3af_2022.jpg
25,Kye Rowles,https://fbref.com/req/202302030/images/headshots/8caf6772_2022.jpg
26,Bailey Wright,https://fbref.com/req/202302030/images/headshots/4be70ecf_2022.jpg
27,Aziz Behich,https://fbref.com/req/202302030/images/headshots/b6867b96_2022.jpg
