,player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,games,games_starts,minutes,goals_pens,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
52,Ferrán Torres,FW,Spain,22-292,2000,2.4,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0,0.0,0.0,0.0,2.0,0.83,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,5,2,9,0.0,0.0,0,8.0,0.0,3.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,7.0,69.4,878.0,123.0,33.0,38.0,86.8,22.0,29.0,75.9,1.0,5.0,20.0,0,0.2,0.2,-0.2,1.0,1.0,3.0,0.0,6.0,115.0,0.0,5.0,38.0,72.0,12.0,114.0,1.0,11.0,9.1,9.0,7.0,98.0,14.0,2,3,1,33.3,1.24,0.41,0.33,1.0,17.1,0.0,1,1,1.0,0.2,0.08,1.0,0.8,4,3,217,1,0.83,0.0,0.83,0.41,0.41,0.4,0.42,0.07,0.5,0.1,0.17
53,Gabriel Jesus,FW,Brazil,25-259,1997,1.0,2.0,1,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2,4.0,0.0,0.0,6.0,5.81,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,4,0,1,0.0,0.0,0,2.0,1.0,1.0,50.0,28.0,26.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,78.6,297.0,130.0,13.0,14.0,92.9,6.0,7.0,85.7,2.0,2.0,100.0,0,0.2,0.1,-0.2,4.0,3.0,2.0,0.0,5.0,39.0,0.0,0.0,12.0,27.0,6.0,39.0,1.0,2.0,50.0,2.0,0.0,25.0,4.0,0,2,1,50.0,1.94,0.97,0.0,0.0,8.8,0.0,0,0,0.4,0.4,0.18,-0.4,-0.4,3,1,93,0,0.0,0.0,0.0,0.0,0.0,0.6,0.35,0.23,0.58,0.35,0.58
54,Garang Kuol,FW,Australia,18-094,2004,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0,0.0,1.0,2.0,33.3,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,60.0,33.0,3.0,3.0,3.0,100.0,0.0,2.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,4.0,5.0,2.0,10.0,0.0,2.0,0.0,1.0,0.0,7.0,3.0,0,1,1,100.0,2.43,2.43,0.0,0.0,9.6,0.0,0,0,0.4,0.4,0.38,-0.4,-0.4,2,0,37,0,0.0,0.0,0.0,0.0,0.0,0.4,0.92,0.0,0.92,0.92,0.92
55,Gareth Bale,FW,Wales,33-155,1989,2.5,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1,2.0,1.0,0.0,4.0,1.6,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,2,5,2,2,1.0,0.0,0,9.0,4.0,7.0,36.4,53.0,49.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,62.3,545.0,137.0,12.0,17.0,70.6,13.0,18.0,72.2,3.0,9.0,33.3,0,0.2,0.2,-0.2,2.0,2.0,1.0,1.0,4.0,68.0,2.0,13.0,30.0,26.0,2.0,67.0,1.0,3.0,33.3,4.0,4.0,51.0,10.0,1,1,1,100.0,0.4,0.4,0.0,0.0,46.6,0.0,1,1,0.8,0.0,0.02,0.2,0.0,3,3,225,0,0.4,0.0,0.4,0.0,0.0,0.2,0.32,0.08,0.41,0.01,0.09
56,Georges-Kévin N'Koudou,FW,Cameroon,27-308,1995,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,3.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,2,0.0,0.0,0,3.0,0.0,1.0,0.0,12.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,75.0,165.0,28.0,5.0,5.0,100.0,3.0,4.0,75.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,0.0,1.0,7.0,12.0,1.0,20.0,0.0,2.0,0.0,1.0,2.0,12.0,4.0,0,1,1,100.0,3.33,3.33,0.0,0.0,26.6,1.0,0,0,0.0,0.0,0.04,0.0,0.0,2,0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13
57,Gio Reyna,FW,United States,20-035,2002,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,2.0,3.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,2,0.0,0.0,0,1.0,2.0,0.0,100.0,38.0,34.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,26.0,1.0,1.0,68.4,408.0,58.0,13.0,19.0,68.4,9.0,12.0,75.0,2.0,2.0,100.0,0,0.2,0.2,-0.2,2.0,1.0,1.0,1.0,1.0,42.0,0.0,0.0,16.0,26.0,5.0,42.0,0.0,0.0,,1.0,1.0,32.0,4.0,0,2,0,0.0,3.4,0.0,0.0,,20.9,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,2,0,53,0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.28,0.38,0.1,0.38
58,Gonçalo Ramos,FW,Portugal,21-181,2001,1.7,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,2.0,0.0,2.0,1.18,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,3,3,0,0.0,0.0,0,2.0,4.0,6.0,40.0,31.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,80.6,315.0,57.0,17.0,20.0,85.0,8.0,9.0,88.9,0.0,0.0,,1,0.4,0.1,0.6,2.0,1.0,2.0,0.0,2.0,55.0,2.0,5.0,20.0,30.0,10.0,55.0,0.0,2.0,0.0,7.0,0.0,39.0,13.0,3,7,5,71.4,4.14,2.96,0.43,0.6,11.3,0.0,0,0,1.6,1.6,0.22,1.4,1.4,4,2,152,3,1.78,0.59,2.37,1.78,2.37,1.9,0.93,0.21,1.13,0.93,1.13
59,Haji Wright,FW,United States,24-266,1998,1.5,2.0,0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,2.0,1.0,0.0,3.0,1.97,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,3,1,1,0.0,0.0,0,4.0,6.0,7.0,46.2,27.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,74.1,219.0,37.0,13.0,15.0,86.7,3.0,5.0,60.0,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,44.0,2.0,5.0,18.0,21.0,8.0,44.0,0.0,1.0,0.0,2.0,0.0,31.0,6.0,1,6,2,33.3,3.94,1.31,0.17,0.5,13.6,0.0,0,0,0.5,0.5,0.09,0.5,0.5,4,1,137,1,0.66,0.0,0.66,0.66,0.66,0.6,0.35,0.02,0.37,0.35,0.37
60,Hakim Ziyech,FW,Morocco,29-274,1993,7.1,10.0,7,4.0,5.0,1.0,4.0,11.0,36.4,7.0,10.0,0.0,10.0,10,20.0,4.0,1.0,20.0,2.97,11.0,6.0,3.0,0.0,0.0,0.0,3.0,0.45,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,12,7,2,30,0.0,0.0,0,29.0,3.0,6.0,33.3,306.0,260.0,42.0,24.0,0.0,15.0,7.0,11.0,5.0,2.0,0.0,211.0,4.0,8.0,69.0,3462.0,987.0,118.0,139.0,84.9,57.0,79.0,72.2,27.0,62.0,43.5,1,0.7,0.5,0.3,7.0,16.0,7.0,0.0,24.0,386.0,3.0,70.0,185.0,134.0,8.0,386.0,12.0,29.0,41.4,15.0,11.0,263.0,17.0,1,10,2,20.0,1.42,0.28,0.1,0.5,27.2,1.0,0,0,0.4,0.4,0.04,0.6,0.6,7,7,635,1,0.14,0.14,0.28,0.14,0.28,1.1,0.06,0.1,0.16,0.06,0.16
61,Haris Seferović,FW,Switzerland,30-299,1992,0.8,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0,0.0,0.0,0.0,1.0,1.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0,14.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,71.4,135.0,23.0,7.0,7.0,100.0,3.0,5.0,60.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,3.0,9.0,8.0,1.0,20.0,0.0,0.0,,2.0,0.0,15.0,2.0,0,1,0,0.0,1.27,0.0,0.0,,12.8,0.0,0,0,0.2,0.2,0.19,-0.2,-0.2,3,0,71,0,0.0,0.0,0.0,0.0,0.0,0.2,0.24,0.03,0.27,0.24,0.27
62,Harry Kane,FW,England,29-143,1993,4.5,2.0,1,1.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,0,2.0,5.0,0.0,10.0,2.24,5.0,0.0,1.0,3.0,1.0,0.0,3.0,0.67,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,9,0,6,0.0,0.0,0,16.0,9.0,13.0,40.9,98.0,94.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,62.0,1.0,5.0,63.3,1027.0,390.0,33.0,43.0,76.7,24.0,36.0,66.7,5.0,7.0,71.4,3,1.5,0.7,1.5,5.0,12.0,5.0,1.0,16.0,138.0,7.0,8.0,61.0,71.0,13.0,136.0,4.0,8.0,50.0,10.0,5.0,110.0,22.0,2,10,5,50.0,2.24,1.12,0.1,0.2,20.4,0.0,1,2,2.7,1.1,0.11,-0.7,-0.1,5,5,402,1,0.45,0.67,1.12,0.22,0.9,2.6,0.6,0.34,0.94,0.25,0.59
63,Henry Martín,FW,Mexico,30-030,1992,1.6,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,2,3.0,1.0,0.0,6.0,3.7,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.62,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,3,3,2,0,0.0,0.0,0,4.0,3.0,2.0,60.0,20.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,65.0,152.0,14.0,9.0,12.0,75.0,4.0,6.0,66.7,0.0,0.0,,0,0.2,0.2,-0.2,5.0,0.0,0.0,0.0,0.0,35.0,1.0,2.0,16.0,17.0,10.0,35.0,1.0,1.0,100.0,5.0,2.0,28.0,5.0,1,4,2,50.0,2.47,1.23,0.25,0.5,9.9,0.0,0,0,0.9,0.9,0.23,0.1,0.1,2,2,146,1,0.62,0.0,0.62,0.62,0.62,1.1,0.57,0.13,0.7,0.57,0.7
64,Hirving Lozano,FW,Mexico,27-141,1995,2.8,7.0,2,1.0,5.0,1.0,3.0,4.0,75.0,1.0,4.0,0.0,4.0,0,7.0,1.0,0.0,20.0,7.14,13.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,11,2,24,0.0,0.0,0,14.0,1.0,10.0,9.1,77.0,69.0,7.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0,1.0,7.0,54.5,641.0,258.0,21.0,28.0,75.0,14.0,22.0,63.6,4.0,15.0,26.7,0,1.0,0.9,-1.0,8.0,1.0,8.0,3.0,7.0,109.0,0.0,8.0,35.0,69.0,7.0,109.0,5.0,10.0,50.0,10.0,4.0,76.0,20.0,0,6,3,50.0,2.14,1.07,0.0,0.0,26.0,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,3,3,252,0,0.0,0.0,0.0,0.0,0.0,1.2,0.07,0.36,0.42,0.07,0.42
65,Hwang Ui-jo,FW,Korea Republic,30-112,1992,1.2,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,1.0,12.0,7.7,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,81.8,120.0,19.0,4.0,6.0,66.7,4.0,4.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,2.0,6.0,11.0,2.0,18.0,1.0,1.0,100.0,2.0,0.0,11.0,2.0,0,1,0,0.0,0.85,0.0,0.0,,10.5,0.0,0,0,0.5,0.5,0.47,-0.5,-0.5,4,1,106,0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.4,0.4,0.4
66,Iliman Ndiaye,FW,Senegal,22-287,2000,1.5,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1,1.0,0.0,0.0,4.0,2.65,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.32,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2,0.0,0.0,0,4.0,0.0,3.0,0.0,32.0,29.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,78.1,290.0,43.0,16.0,19.0,84.2,7.0,10.0,70.0,0.0,1.0,0.0,1,0.2,0.2,0.8,1.0,0.0,0.0,0.0,1.0,44.0,0.0,1.0,20.0,25.0,4.0,44.0,6.0,8.0,75.0,1.0,3.0,29.0,9.0,0,2,0,0.0,1.33,0.0,0.0,,18.6,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,3,2,135,0,0.0,0.67,0.67,0.0,0.67,0.3,0.09,0.14,0.22,0.09,0.22
67,Ismail Mohamad,FW,Qatar,32-257,1990,1.9,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,0,0,1,6,1,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,2,2,100.0,1.03,1.03,0.0,0.0,,,0,0,,,,,,2,2,174,0,0.0,0.52,0.52,0.0,0.52,,,,,,
68,Ismaila Sarr,FW,Senegal,24-296,1998,3.8,4.0,2,1.0,2.0,1.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,2,6.0,1.0,0.0,15.0,3.94,8.0,0.0,4.0,1.0,1.0,1.0,1.0,0.26,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,3,17,3,8,1.0,0.0,0,17.0,8.0,8.0,50.0,81.0,78.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,52.0,0.0,2.0,64.2,659.0,205.0,32.0,36.0,88.9,11.0,25.0,44.0,4.0,6.0,66.7,0,0.4,0.5,-0.4,6.0,3.0,6.0,2.0,6.0,133.0,3.0,14.0,43.0,78.0,20.0,132.0,9.0,19.0,47.4,12.0,5.0,97.0,14.0,1,10,1,10.0,2.62,0.26,0.0,0.0,16.5,0.0,1,1,1.7,0.9,0.09,-0.7,-0.9,4,4,344,0,0.26,0.0,0.26,0.0,0.0,1.3,0.43,0.11,0.55,0.23,0.34
69,Issam Jebali,FW,Tunisia,30-358,1991,2.0,3.0,3,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,3.0,3.0,0.0,5.0,2.47,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10,2,1,2,0.0,0.0,0,8.0,2.0,15.0,11.8,35.0,30.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,1.0,2.0,71.4,338.0,59.0,16.0,18.0,88.9,7.0,10.0,70.0,1.0,2.0,50.0,0,0.2,0.2,-0.2,2.0,0.0,1.0,1.0,0.0,60.0,3.0,9.0,27.0,27.0,10.0,60.0,1.0,2.0,50.0,8.0,7.0,40.0,10.0,0,3,1,33.3,1.48,0.49,0.0,0.0,10.4,0.0,0,0,0.5,0.5,0.18,-0.5,-0.5,3,2,182,0,0.0,0.0,0.0,0.0,0.0,0.7,0.26,0.08,0.34,0.26,0.34
70,Ivan Perišić,FW,Croatia,33-319,1989,7.4,7.0,4,3.0,4.0,0.0,5.0,7.0,71.4,2.0,9.0,1.0,8.0,7,14.0,12.0,0.0,17.0,2.39,11.0,0.0,2.0,4.0,0.0,0.0,3.0,0.42,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10,0,3,27,0.0,0.0,0,31.0,17.0,14.0,54.8,292.0,254.0,36.0,1.0,1.0,2.0,34.0,1.0,0.0,0.0,0.0,202.0,2.0,7.0,69.2,3127.0,666.0,118.0,141.0,83.7,58.0,91.0,63.7,17.0,36.0,47.2,3,0.9,0.6,2.1,9.0,11.0,9.0,3.0,15.0,378.0,13.0,69.0,140.0,175.0,34.0,378.0,6.0,13.0,46.2,18.0,5.0,242.0,33.0,1,16,4,25.0,2.15,0.54,0.06,0.25,20.0,1.0,0,0,0.9,0.9,0.06,0.1,0.1,7,7,669,1,0.13,0.4,0.54,0.13,0.54,1.8,0.13,0.12,0.25,0.13,0.25
71,Iñaki Williams,FW,Ghana,28-186,1994,3.0,4.0,2,0.0,1.0,3.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,0,4.0,2.0,0.0,2.0,0.72,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.36,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,4,3,1,1,0.0,0.0,0,9.0,1.0,3.0,25.0,42.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,3.0,69.0,355.0,65.0,18.0,24.0,75.0,7.0,9.0,77.8,1.0,1.0,100.0,0,0.2,0.0,-0.2,2.0,0.0,0.0,0.0,1.0,63.0,3.0,10.0,24.0,30.0,6.0,63.0,1.0,1.0,100.0,5.0,5.0,42.0,6.0,0,2,0,0.0,0.67,0.0,0.0,,20.1,0.0,0,0,0.3,0.3,0.15,-0.3,-0.3,3,3,270,0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.07,0.17,0.1,0.17
72,Jack Grealish,FW,England,27-099,1995,1.0,3.0,1,2.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,3,6.0,1.0,0.0,5.0,5.29,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,10,0,0,0.0,0.0,0,6.0,0.0,2.0,0.0,54.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,3.0,88.9,612.0,103.0,32.0,33.0,97.0,12.0,14.0,85.7,1.0,1.0,100.0,0,0.1,0.2,-0.1,2.0,2.0,4.0,0.0,5.0,71.0,2.0,12.0,34.0,26.0,5.0,71.0,3.0,9.0,33.3,1.0,0.0,61.0,4.0,1,1,1,100.0,1.05,1.05,1.0,1.0,8.8,0.0,0,0,0.6,0.6,0.65,0.4,0.4,5,0,86,1,1.05,0.0,1.05,1.05,1.05,0.8,0.69,0.12,0.81,0.69,0.81
73,Jamie Maclaren,FW,Australia,29-142,1993,0.6,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,2,0.0,0.0,0,1.0,1.0,4.0,20.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,46.7,62.0,4.0,2.0,6.0,33.3,2.0,5.0,40.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,10.0,3.0,15.0,0.0,0.0,,0.0,1.0,13.0,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,0,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08
74,Jason Cummings,FW,Australia,27-139,1995,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,66.7,85.0,19.0,2.0,4.0,50.0,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,8.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Jesús Ferreira,FW,United States,21-359,2000,0.5,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,,19.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,84.2,203.0,12.0,11.0,11.0,100.0,5.0,6.0,83.3,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,9.0,13.0,1.0,24.0,0.0,1.0,0.0,0.0,1.0,19.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,1,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Joel Campbell,FW,Costa Rica,30-175,1992,3.0,9.0,5,2.0,5.0,2.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,0,9.0,4.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,11,3,7,0.0,0.0,0,14.0,5.0,6.0,45.5,138.0,116.0,19.0,6.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,104.0,3.0,4.0,75.4,1748.0,363.0,52.0,61.0,85.2,39.0,44.0,88.6,9.0,19.0,47.4,0,0.1,0.1,-0.1,1.0,3.0,4.0,1.0,10.0,179.0,1.0,20.0,118.0,45.0,1.0,179.0,6.0,13.0,46.2,10.0,8.0,129.0,9.0,0,1,0,0.0,0.33,0.0,0.0,,21.1,0.0,0,0,0.0,0.0,0.01,0.0,0.0,3,3,269,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.02,0.0,0.02
77,Johan Venegas,FW,Costa Rica,34-021,1988,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.0,0.0,1.0,1.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,2,1,0.0,0.0,0,1.0,0.0,2.0,0.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,78.6,143.0,13.0,10.0,11.0,90.9,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,4.0,9.0,8.0,1.0,21.0,0.0,1.0,0.0,2.0,0.0,14.0,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,1,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Jonas Hofmann,FW,Germany,30-157,1992,0.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,0.0,0.0,0.0,4.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,20.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,80.0,186.0,44.0,9.0,10.0,90.0,3.0,3.0,100.0,1.0,1.0,100.0,0,0.1,0.0,-0.1,1.0,2.0,0.0,0.0,1.0,24.0,0.0,1.0,11.0,12.0,2.0,24.0,0.0,1.0,0.0,0.0,2.0,18.0,1.0,0,1,1,100.0,3.0,3.0,0.0,0.0,11.5,0.0,0,0,0.3,0.3,0.27,-0.3,-0.3,2,0,30,0,0.0,0.0,0.0,0.0,0.0,0.3,0.82,0.16,0.98,0.82,0.98
