,player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,games,games_starts,minutes,goals_pens,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
26,Bruno Fernandes,FW,Portugal,28-101,1994,4.0,4.0,3,3.0,1.0,0.0,0.0,3.0,0.0,3.0,7.0,1.0,6.0,2,6.0,4.0,0.0,15.0,3.79,9.0,6.0,0.0,0.0,0.0,0.0,4.0,1.01,3.0,1.0,0.0,0.0,0.0,0.0,1,0,0,2,8,1,26,0.0,0.0,0,23.0,2.0,8.0,20.0,233.0,200.0,33.0,11.0,3.0,17.0,6.0,16.0,2.0,9.0,0.0,188.0,0.0,7.0,80.7,3623.0,1060.0,101.0,109.0,92.7,49.0,56.0,87.5,34.0,54.0,63.0,3,1.7,1.2,1.3,9.0,17.0,9.0,2.0,23.0,266.0,6.0,34.0,121.0,114.0,8.0,265.0,3.0,6.0,50.0,7.0,4.0,192.0,18.0,2,7,2,28.6,1.77,0.51,0.14,0.5,24.5,0.0,1,1,1.1,0.3,0.05,0.9,0.7,4,4,356,1,0.51,0.76,1.26,0.25,1.01,2.0,0.28,0.42,0.71,0.08,0.51
27,Bruno Petković,FW,Croatia,28-093,1994,2.6,6.0,4,1.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0,6.0,0.0,0.0,7.0,3.09,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,11,0,1,0.0,0.0,0,9.0,8.0,13.0,38.1,75.0,71.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,5.0,53.3,590.0,119.0,22.0,34.0,64.7,10.0,17.0,58.8,4.0,8.0,50.0,0,0.3,0.2,-0.3,4.0,7.0,0.0,0.0,5.0,101.0,3.0,7.0,55.0,41.0,13.0,101.0,2.0,4.0,50.0,7.0,10.0,90.0,10.0,1,1,1,100.0,0.38,0.38,1.0,1.0,16.2,0.0,0,0,0.1,0.1,0.12,0.9,0.9,6,1,234,1,0.38,0.0,0.38,0.38,0.38,0.5,0.05,0.15,0.2,0.05,0.2
28,Bryan Mbeumo,FW,Cameroon,23-133,1999,2.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1,1.0,2.0,0.0,8.0,3.23,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,8,0,12,0.0,0.0,0,7.0,5.0,9.0,35.7,85.0,74.0,11.0,5.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,49.0,0.0,3.0,57.6,742.0,230.0,36.0,47.0,76.6,10.0,21.0,47.6,3.0,11.0,27.3,0,0.3,0.2,-0.3,5.0,4.0,2.0,0.0,4.0,106.0,2.0,13.0,47.0,48.0,4.0,106.0,1.0,7.0,14.3,6.0,1.0,76.0,11.0,0,2,2,100.0,0.77,0.77,0.0,0.0,11.3,0.0,0,0,0.2,0.2,0.1,-0.2,-0.2,3,3,233,0,0.0,0.0,0.0,0.0,0.0,0.5,0.08,0.11,0.19,0.08,0.19
29,Bukayo Saka,FW,England,21-104,2001,3.2,7.0,4,2.0,2.0,3.0,1.0,2.0,50.0,1.0,5.0,1.0,4.0,2,9.0,2.0,0.0,9.0,2.8,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.31,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,7,6,2,5,1.0,0.0,0,13.0,1.0,1.0,50.0,108.0,103.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,84.0,0.0,4.0,77.8,1281.0,279.0,46.0,59.0,78.0,31.0,35.0,88.6,4.0,6.0,66.7,0,0.7,0.6,-0.7,5.0,3.0,7.0,2.0,8.0,147.0,2.0,17.0,48.0,83.0,15.0,147.0,2.0,11.0,18.2,3.0,3.0,111.0,23.0,3,7,5,71.4,2.19,1.56,0.43,0.6,14.9,0.0,0,0,0.6,0.6,0.09,2.4,2.4,4,4,288,3,0.94,0.0,0.94,0.94,0.94,1.3,0.2,0.2,0.4,0.2,0.4
30,Callum Wilson,FW,England,30-294,1992,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,7.5,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.87,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,90.0,121.0,32.0,6.0,6.0,100.0,3.0,4.0,75.0,0.0,0.0,,1,0.9,0.4,0.1,3.0,0.0,3.0,0.0,3.0,16.0,0.0,2.0,8.0,7.0,2.0,16.0,0.0,1.0,0.0,4.0,2.0,13.0,6.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2,0,48,0,0.0,1.87,1.87,0.0,1.87,0.9,0.0,1.7,1.7,0.0,1.7
31,Charles De Ketelaere,FW,Belgium,21-283,2001,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0,3.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,75.0,33.0,11.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,6.0,0.0,0.0,,1.0,1.0,5.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Cho Guesung,FW,Korea Republic,24-327,1998,3.1,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,0,0.0,3.0,0.0,4.0,1.31,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,7,6,4,1,0.0,0.0,0,4.0,21.0,12.0,63.6,63.0,56.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,63.5,603.0,156.0,22.0,33.0,66.7,14.0,21.0,66.7,2.0,4.0,50.0,0,0.0,0.1,0.0,1.0,5.0,2.0,0.0,3.0,88.0,3.0,11.0,33.0,44.0,12.0,88.0,0.0,5.0,0.0,5.0,5.0,66.0,14.0,2,9,5,55.6,2.95,1.64,0.22,0.4,11.4,0.0,0,0,1.1,1.1,0.12,0.9,0.9,4,3,275,2,0.65,0.0,0.65,0.65,0.65,1.1,0.35,0.01,0.36,0.35,0.36
33,Cho Yumin,FW,Korea Republic,26-031,1996,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Christian Fassnacht,FW,Switzerland,29-037,1993,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,70.0,89.0,17.0,4.0,6.0,66.7,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,2.0,4.0,8.0,1.0,12.0,2.0,2.0,100.0,0.0,0.0,7.0,3.0,0,1,1,100.0,11.25,11.25,0.0,0.0,14.8,0.0,0,0,0.2,0.2,0.23,-0.2,-0.2,1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.2,2.58,0.0,2.58,2.58,2.58
35,Christian Pulisic,FW,United States,24-091,1998,3.5,2.0,0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,2.0,1.0,0.0,14.0,4.0,9.0,3.0,2.0,0.0,0.0,0.0,2.0,0.57,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,11,1,31,0.0,0.0,0,11.0,2.0,4.0,33.3,141.0,118.0,23.0,4.0,2.0,0.0,0.0,19.0,12.0,5.0,1.0,83.0,0.0,7.0,58.9,1442.0,404.0,39.0,49.0,79.6,32.0,47.0,68.1,9.0,32.0,28.1,2,0.9,1.1,1.1,9.0,9.0,4.0,1.0,15.0,187.0,1.0,18.0,58.0,116.0,23.0,187.0,4.0,15.0,26.7,12.0,10.0,137.0,19.0,1,9,5,55.6,2.57,1.43,0.11,0.2,17.9,0.0,0,0,1.1,1.1,0.12,-0.1,-0.1,4,4,315,1,0.29,0.57,0.86,0.29,0.86,2.0,0.3,0.26,0.56,0.3,0.56
36,Cody Gakpo,FW,Netherlands,23-225,1999,5.0,8.0,2,3.0,2.0,3.0,3.0,4.0,75.0,1.0,10.0,1.0,9.0,3,11.0,6.0,0.0,17.0,3.39,9.0,5.0,0.0,1.0,2.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,5,3,33,0.0,0.0,0,19.0,5.0,5.0,50.0,148.0,120.0,27.0,7.0,1.0,0.0,4.0,16.0,6.0,8.0,0.0,93.0,1.0,5.0,62.8,1261.0,499.0,56.0,67.0,83.6,20.0,35.0,57.1,7.0,29.0,24.1,0,0.6,0.7,-0.6,10.0,7.0,4.0,2.0,9.0,205.0,5.0,21.0,70.0,120.0,6.0,205.0,5.0,13.0,38.5,16.0,9.0,130.0,17.0,3,5,3,60.0,1.0,0.6,0.6,1.0,19.9,0.0,0,0,0.3,0.3,0.06,2.7,2.7,5,5,450,3,0.6,0.0,0.6,0.6,0.6,0.9,0.06,0.12,0.18,0.06,0.18
37,Cristiano Ronaldo,FW,Portugal,37-316,1985,3.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,10.0,3.1,8.0,0.0,0.0,1.0,1.0,0.0,2.0,0.62,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,2,5,7,2,1.0,0.0,0,6.0,8.0,4.0,66.7,90.0,82.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,68.0,0.0,3.0,75.6,789.0,98.0,49.0,55.0,89.1,13.0,21.0,61.9,1.0,1.0,100.0,0,0.1,0.1,-0.1,4.0,3.0,1.0,0.0,4.0,116.0,2.0,5.0,58.0,53.0,18.0,115.0,0.0,5.0,0.0,9.0,5.0,95.0,27.0,1,10,2,20.0,3.1,0.62,0.0,0.0,21.0,2.0,1,1,1.6,0.8,0.08,-0.6,-0.8,5,3,290,0,0.31,0.0,0.31,0.0,0.0,1.0,0.51,0.04,0.55,0.26,0.3
38,Cyle Larin,FW,Canada,27-245,1995,1.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.0,0.0,5.0,3.28,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.66,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,2,3,0.0,0.0,0,4.0,2.0,1.0,66.7,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0,72.4,299.0,109.0,11.0,14.0,78.6,8.0,8.0,100.0,1.0,1.0,100.0,0,0.5,0.3,-0.5,2.0,4.0,3.0,2.0,4.0,44.0,2.0,4.0,19.0,22.0,7.0,44.0,1.0,4.0,25.0,5.0,2.0,33.0,7.0,0,3,1,33.3,1.97,0.66,0.0,0.0,11.3,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,3,2,137,0,0.0,0.0,0.0,0.0,0.0,0.7,0.16,0.34,0.49,0.16,0.49
39,Daichi Kamada,FW,Japan,26-135,1996,3.6,7.0,3,2.0,4.0,1.0,3.0,6.0,50.0,3.0,3.0,0.0,3.0,0,7.0,3.0,0.0,7.0,1.96,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,3,5,0.0,0.0,0,10.0,3.0,2.0,60.0,104.0,92.0,12.0,2.0,0.0,2.0,1.0,6.0,2.0,3.0,0.0,83.0,0.0,2.0,79.8,1464.0,313.0,45.0,51.0,88.2,28.0,34.0,82.4,9.0,14.0,64.3,0,0.0,0.2,0.0,1.0,13.0,2.0,0.0,6.0,139.0,4.0,20.0,75.0,45.0,4.0,139.0,3.0,4.0,75.0,4.0,7.0,93.0,14.0,0,6,1,16.7,1.68,0.28,0.0,0.0,17.5,1.0,0,0,0.6,0.6,0.11,-0.6,-0.6,4,4,322,0,0.0,0.0,0.0,0.0,0.0,0.7,0.18,0.01,0.19,0.18,0.19
40,Daizen Maeda,FW,Japan,25-059,1997,2.0,3.0,2,1.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,3,6.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,3,2,0,0.0,0.0,0,4.0,1.0,6.0,14.3,17.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,47.1,121.0,10.0,3.0,9.0,33.3,5.0,8.0,62.5,0.0,0.0,,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,4.0,18.0,11.0,7.0,31.0,0.0,1.0,0.0,2.0,0.0,13.0,5.0,1,2,1,50.0,1.0,0.5,0.5,1.0,9.5,0.0,0,0,0.5,0.5,0.24,0.5,0.5,3,3,180,1,0.5,0.0,0.5,0.5,0.5,0.5,0.24,0.0,0.24,0.24,0.24
41,Dani Olmo,FW,Spain,24-225,1998,4.1,5.0,3,0.0,3.0,2.0,1.0,2.0,50.0,1.0,5.0,0.0,5.0,1,6.0,4.0,0.0,12.0,2.94,9.0,1.0,1.0,0.0,1.0,0.0,3.0,0.74,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,6,2,10,0.0,0.0,0,15.0,0.0,4.0,0.0,198.0,180.0,17.0,3.0,3.0,1.0,0.0,14.0,1.0,3.0,0.0,162.0,1.0,6.0,81.8,2245.0,319.0,100.0,108.0,92.6,52.0,62.0,83.9,4.0,12.0,33.3,1,0.5,0.4,0.5,5.0,6.0,8.0,1.0,9.0,257.0,2.0,17.0,90.0,152.0,18.0,257.0,4.0,19.0,21.1,11.0,7.0,200.0,40.0,1,12,6,50.0,2.94,1.47,0.08,0.17,21.4,0.0,0,0,1.4,1.4,0.12,-0.4,-0.4,4,4,367,1,0.25,0.25,0.49,0.25,0.49,1.9,0.34,0.11,0.46,0.34,0.46
42,Daniel James,FW,Wales,25-038,1997,1.7,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,1.0,1.0,0.0,2.0,1.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,2,0,4,0.0,0.0,0,4.0,0.0,1.0,0.0,36.0,32.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0,1.0,0.0,66.7,351.0,70.0,16.0,23.0,69.6,5.0,8.0,62.5,2.0,3.0,66.7,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,49.0,1.0,4.0,23.0,22.0,2.0,49.0,1.0,4.0,25.0,4.0,1.0,35.0,7.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,2,154,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
43,Darwin Núñez,FW,Uruguay,23-177,1999,2.7,3.0,2,1.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0,3.0,2.0,0.0,8.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,3,0,4,0.0,0.0,0,6.0,5.0,10.0,33.3,56.0,53.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,62.5,584.0,77.0,18.0,29.0,62.1,12.0,15.0,80.0,4.0,7.0,57.1,0,0.2,0.1,-0.2,1.0,0.0,1.0,1.0,1.0,85.0,1.0,10.0,30.0,46.0,5.0,85.0,0.0,4.0,0.0,11.0,6.0,61.0,24.0,0,3,1,33.3,1.13,0.37,0.0,0.0,22.4,0.0,0,0,0.4,0.4,0.13,-0.4,-0.4,3,3,240,0,0.0,0.0,0.0,0.0,0.0,0.6,0.14,0.09,0.23,0.14,0.23
44,Djorkaeff Reasco,FW,Ecuador,23-334,1999,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,21.0,9.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,,1.0,1.0,4.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Dušan Vlahović,FW,Serbia,22-324,2000,0.9,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0.0,0.0,0,3.0,2.0,2.0,50.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,54.5,105.0,20.0,2.0,6.0,33.3,2.0,2.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,3.0,8.0,8.0,3.0,19.0,0.0,1.0,0.0,3.0,1.0,13.0,3.0,1,3,3,100.0,3.42,3.42,0.33,0.33,10.9,0.0,0,0,0.8,0.8,0.27,0.2,0.2,2,1,79,1,1.14,0.0,1.14,1.14,1.14,0.8,0.92,0.0,0.92,0.92,0.92
46,Edimilson Fernandes,FW,Switzerland,26-247,1996,1.6,2.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,2,4.0,3.0,0.0,3.0,1.86,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,5,0.0,0.0,0,14.0,0.0,1.0,0.0,82.0,68.0,14.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,65.0,0.0,2.0,79.3,858.0,255.0,40.0,43.0,93.0,22.0,24.0,91.7,0.0,8.0,0.0,0,0.3,0.0,-0.3,3.0,2.0,0.0,0.0,3.0,95.0,5.0,27.0,37.0,32.0,1.0,95.0,0.0,1.0,0.0,2.0,3.0,57.0,5.0,0,1,0,0.0,0.62,0.0,0.0,,24.2,0.0,0,0,0.0,0.0,0.03,0.0,0.0,3,1,145,0,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.21,0.23,0.02,0.23
47,Edinson Cavani,FW,Uruguay,35-307,1987,1.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,3.63,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0.0,0.0,0,6.0,2.0,1.0,66.7,37.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,2.0,73.0,401.0,115.0,16.0,20.0,80.0,5.0,9.0,55.6,4.0,4.0,100.0,0,0.7,0.2,-0.7,5.0,2.0,2.0,0.0,3.0,44.0,0.0,3.0,23.0,18.0,5.0,44.0,1.0,1.0,100.0,3.0,0.0,34.0,5.0,0,3,0,0.0,2.18,0.0,0.0,,13.8,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,3,1,124,0,0.0,0.0,0.0,0.0,0.0,1.0,0.21,0.5,0.71,0.21,0.71
48,Enner Valencia,FW,Ecuador,33-044,1989,2.8,2.0,0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,1,3.0,2.0,0.0,7.0,2.47,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0.35,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,3,7,2,3,1.0,0.0,0,8.0,2.0,8.0,20.0,57.0,54.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,5.0,70.2,534.0,70.0,25.0,34.0,73.5,14.0,14.0,100.0,0.0,1.0,0.0,0,0.3,0.2,-0.3,3.0,2.0,1.0,1.0,1.0,98.0,2.0,3.0,41.0,55.0,13.0,97.0,2.0,7.0,28.6,15.0,6.0,71.0,13.0,3,8,3,37.5,2.82,1.06,0.25,0.67,18.9,1.0,1,1,2.3,1.5,0.19,0.7,0.5,3,3,255,2,1.06,0.0,1.06,0.71,0.71,1.8,0.8,0.1,0.9,0.52,0.62
49,Eric Maxim Choupo-Moting,FW,Cameroon,33-270,1989,2.8,4.0,2,1.0,3.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,5.0,1.0,0.0,5.0,1.78,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0,0,8.0,11.0,6.0,64.7,66.0,59.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,66.7,629.0,135.0,32.0,41.0,78.0,8.0,14.0,57.1,2.0,4.0,50.0,0,0.0,0.1,0.0,2.0,5.0,1.0,0.0,5.0,87.0,2.0,9.0,48.0,32.0,9.0,87.0,3.0,8.0,37.5,7.0,2.0,62.0,7.0,1,3,2,66.7,1.07,0.71,0.33,0.5,9.1,0.0,0,0,0.8,0.8,0.28,0.2,0.2,3,3,253,1,0.36,0.0,0.36,0.36,0.36,0.9,0.29,0.02,0.31,0.29,0.31
50,Fabian Rieder,FW,Switzerland,20-305,2002,0.8,3.0,2,1.0,1.0,1.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0,3.0,1.0,0.0,1.0,1.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,4,2,0,1,0.0,0.0,0,4.0,0.0,1.0,0.0,26.0,24.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,13.0,0.0,0.0,50.0,126.0,34.0,11.0,16.0,68.8,2.0,7.0,28.6,0.0,2.0,0.0,0,0.2,0.0,-0.2,1.0,1.0,0.0,0.0,1.0,32.0,1.0,8.0,16.0,10.0,1.0,32.0,1.0,1.0,100.0,2.0,2.0,19.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2,1,68,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.25,0.0,0.25
51,Famara Diedhiou,FW,Senegal,30-003,1992,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.0,0.0,3.0,2.93,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2,1,0,0.0,0.0,0,3.0,5.0,4.0,55.6,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,71.4,145.0,17.0,5.0,8.0,62.5,5.0,5.0,100.0,0.0,0.0,,0,0.0,0.1,0.0,1.0,1.0,1.0,0.0,1.0,24.0,3.0,4.0,9.0,11.0,5.0,24.0,0.0,1.0,0.0,2.0,2.0,20.0,0.0,1,3,1,33.3,2.93,0.98,0.33,1.0,9.1,0.0,0,0,0.2,0.2,0.07,0.8,0.8,2,1,92,1,0.98,0.0,0.98,0.98,0.98,0.2,0.19,0.03,0.22,0.19,0.22
