,player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,games,games_starts,minutes,goals_pens,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
0,Aaron Mooy,MF,Australia,32-094,1990,4.0,9.0,6,4.0,4.0,1.0,6.0,8.0,75.0,2.0,6.0,4.0,2.0,3,12.0,9.0,0.0,5.0,1.25,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,4,1,0,10,0.0,0.0,0,35.0,2.0,3.0,40.0,217.0,206.0,11.0,8.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,170.0,0.0,4.0,78.3,2819.0,951.0,78.0,90.0,86.7,59.0,73.0,80.8,18.0,31.0,58.1,0,0.1,0.1,-0.1,1.0,22.0,1.0,0.0,14.0,255.0,14.0,62.0,168.0,26.0,0.0,255.0,2.0,3.0,66.7,5.0,4.0,152.0,1.0,0,1,0,0.0,0.25,0.0,0.0,,29.1,0.0,0,0,0.0,0.0,0.05,0.0,0.0,4,4,360,0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03
1,Aaron Ramsey,MF,Wales,31-357,1990,3.0,2.0,0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,3.0,0,2.0,2.0,1.0,3.0,1.02,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,3,0,5,0.0,0.0,0,19.0,0.0,2.0,0.0,112.0,101.0,10.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,88.0,1.0,3.0,78.6,1796.0,339.0,37.0,41.0,90.2,27.0,35.0,77.1,18.0,23.0,78.3,0,0.0,0.1,0.0,1.0,7.0,1.0,0.0,5.0,147.0,6.0,32.0,73.0,42.0,5.0,147.0,2.0,8.0,25.0,9.0,4.0,98.0,7.0,0,1,0,0.0,0.34,0.0,0.0,,18.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0,3,3,266,0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02
2,Abdelhamid Sabiri,MF,Morocco,26-020,1996,2.0,3.0,1,1.0,2.0,0.0,2.0,6.0,33.3,4.0,3.0,1.0,2.0,5,8.0,3.0,0.0,4.0,2.4,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,2,3,0,1,0.0,0.0,0,7.0,2.0,2.0,50.0,58.0,55.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,1.0,77.6,690.0,122.0,30.0,33.0,90.9,7.0,13.0,53.8,7.0,10.0,70.0,1,0.9,0.1,0.1,3.0,3.0,0.0,0.0,0.0,86.0,5.0,23.0,50.0,13.0,1.0,86.0,0.0,3.0,0.0,0.0,3.0,54.0,0.0,0,3,0,0.0,1.49,0.0,0.0,,34.2,1.0,0,0,0.1,0.1,0.04,-0.1,-0.1,5,2,181,0,0.0,0.5,0.5,0.0,0.5,1.0,0.08,0.53,0.6,0.08,0.6
3,Abdelkarim Hassan,DF,Qatar,29-112,1993,3.0,7.0,3,5.0,2.0,0.0,3.0,4.0,75.0,1.0,3.0,1.0,2.0,1,8.0,5.0,0.0,4.0,1.33,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,4,1,6,0.0,0.0,0,11.0,3.0,1.0,75.0,161.0,148.0,13.0,11.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,122.0,0.0,8.0,75.8,2462.0,813.0,57.0,63.0,90.5,44.0,51.0,86.3,20.0,37.0,54.1,0,0.0,0.1,0.0,1.0,13.0,1.0,0.0,8.0,193.0,15.0,83.0,95.0,17.0,2.0,193.0,1.0,5.0,20.0,2.0,0.0,138.0,1.0,0,6,0,0.0,2.0,0.0,0.0,,23.6,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,3,3,270,0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.01,0.11,0.1,0.11
4,Abderrazak Hamdallah,FW,Morocco,32-001,1990,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2,0,0,0.0,0.0,0,4.0,1.0,7.0,12.5,15.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,53.3,64.0,11.0,7.0,9.0,77.8,0.0,4.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,2.0,2.0,15.0,12.0,5.0,28.0,2.0,3.0,66.7,4.0,3.0,18.0,3.0,0,2,1,50.0,2.65,1.32,0.0,0.0,7.8,0.0,0,0,0.4,0.4,0.2,-0.4,-0.4,4,0,68,0,0.0,0.0,0.0,0.0,0.0,0.4,0.52,0.0,0.52,0.52,0.52
5,Abdessamad Ezzalzouli,FW,Morocco,21-001,2001,1.0,3.0,2,2.0,1.0,0.0,1.0,1.0,100.0,0.0,4.0,1.0,3.0,0,3.0,3.0,0.0,4.0,5.63,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,0,1,0.0,0.0,0,4.0,1.0,2.0,33.3,13.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,76.9,118.0,38.0,8.0,9.0,88.9,2.0,2.0,100.0,0.0,2.0,0.0,0,0.3,0.4,-0.3,2.0,0.0,0.0,0.0,2.0,40.0,2.0,17.0,9.0,16.0,5.0,40.0,1.0,2.0,50.0,9.0,1.0,16.0,3.0,0,1,0,0.0,0.97,0.0,0.0,,13.7,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,3,0,93,0,0.0,0.0,0.0,0.0,0.0,0.3,0.09,0.39,0.49,0.09,0.49
6,Abdou Diallo,DF,Senegal,26-228,1996,3.7,2.0,2,2.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,1,3.0,10.0,0.0,2.0,0.54,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,3,0.0,0.0,0,17.0,7.0,6.0,53.8,186.0,165.0,20.0,12.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,139.0,1.0,1.0,74.7,2852.0,1121.0,42.0,51.0,82.4,71.0,79.0,89.9,22.0,47.0,46.8,0,0.1,0.0,-0.1,1.0,10.0,1.0,1.0,8.0,210.0,19.0,98.0,98.0,15.0,1.0,210.0,0.0,0.0,,2.0,2.0,138.0,0.0,0,1,0,0.0,0.27,0.0,0.0,,15.4,0.0,0,0,0.0,0.0,0.03,0.0,0.0,4,4,331,0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03
7,Abdul Fatawu Issahaku,FW,Ghana,18-285,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,48.0,36.0,0.0,0.0,,0.0,0.0,,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Abdulaziz Hatem,MF,Qatar,32-051,1990,2.2,1.0,1,0.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,2.0,0.0,0.0,2.0,0.92,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1,0,1,0.0,0.0,0,4.0,1.0,2.0,33.3,91.0,84.0,6.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,72.0,1.0,4.0,79.1,973.0,231.0,46.0,53.0,86.8,17.0,22.0,77.3,4.0,6.0,66.7,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,98.0,1.0,13.0,65.0,20.0,0.0,98.0,1.0,1.0,100.0,1.0,1.0,80.0,2.0,0,1,1,100.0,0.46,0.46,0.0,0.0,27.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,3,2,196,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
9,Abdulelah Al-Amri,DF,Saudi Arabia,25-337,1997,2.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,4,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,3,3,0,1,0.0,0.0,0,15.0,10.0,4.0,71.4,104.0,99.0,5.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,74.0,0.0,1.0,71.2,1677.0,951.0,26.0,35.0,74.3,26.0,33.0,78.8,22.0,34.0,64.7,0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,11.0,129.0,12.0,58.0,65.0,7.0,2.0,129.0,0.0,0.0,,1.0,0.0,63.0,0.0,0,1,0,0.0,0.49,0.0,0.0,,10.5,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,3,2,182,0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.03,0.03
10,Abdulellah Al-Malki,MF,Saudi Arabia,28-068,1994,1.9,3.0,1,3.0,0.0,0.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,2,5.0,4.0,1.0,2.0,1.03,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,8,4,0,1,0.0,0.0,0,9.0,0.0,1.0,0.0,84.0,78.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,1.0,78.6,1057.0,288.0,30.0,32.0,93.8,31.0,42.0,73.8,4.0,7.0,57.1,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,105.0,6.0,28.0,63.0,17.0,1.0,105.0,0.0,0.0,,3.0,0.0,58.0,2.0,0,2,0,0.0,1.03,0.0,0.0,,21.1,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,2,2,174,0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.06,0.06
11,Abdullah Madu,DF,Saudi Arabia,29-156,1993,0.5,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,1.0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0.0,0.0,0,2.0,1.0,1.0,50.0,13.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,38.5,89.0,64.0,2.0,3.0,66.7,2.0,6.0,33.3,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,4.0,12.0,8.0,0.0,0.0,19.0,0.0,0.0,,0.0,0.0,6.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Abdulrahman Al-Aboud,MF,Saudi Arabia,27-200,1995,0.4,3.0,3,2.0,1.0,0.0,1.0,5.0,20.0,4.0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,2.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,0.0,0,1.0,1.0,1.0,50.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,61.5,79.0,19.0,5.0,5.0,100.0,2.0,5.0,40.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,22.0,0.0,3.0,5.0,14.0,2.0,22.0,0.0,3.0,0.0,2.0,0.0,12.0,4.0,0,1,0,0.0,2.57,0.0,0.0,,4.6,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,2,0,35,0,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.06,0.24,0.18,0.24
13,Abolfazl Jalali,DF,IR Iran,24-175,1998,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,4.74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,4,0,2,0.0,0.0,0,3.0,0.0,0.0,,29.0,21.0,8.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,69.0,311.0,51.0,9.0,9.0,100.0,11.0,14.0,78.6,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,34.0,1.0,5.0,18.0,12.0,0.0,34.0,1.0,5.0,20.0,0.0,1.0,18.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Achraf Dari,DF,Morocco,23-226,1999,2.1,1.0,0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,7.0,4.0,3.0,5,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,1,0,0,0.0,0.0,0,10.0,5.0,5.0,50.0,111.0,107.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,89.2,1812.0,752.0,37.0,39.0,94.9,55.0,57.0,96.5,7.0,13.0,53.8,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,139.0,24.0,84.0,51.0,4.0,1.0,139.0,0.0,0.0,,0.0,1.0,85.0,0.0,1,1,1,100.0,0.48,0.48,1.0,1.0,4.1,0.0,0,0,0.6,0.6,0.63,0.4,0.4,3,2,187,1,0.48,0.0,0.48,0.48,0.48,0.6,0.3,0.0,0.3,0.3,0.3
15,Achraf Hakimi,DF,Morocco,24-044,1998,7.0,26.0,17,15.0,10.0,1.0,17.0,28.0,60.7,11.0,7.0,1.0,6.0,9,35.0,12.0,0.0,14.0,2.1,12.0,0.0,1.0,0.0,1.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,13,0,12,0.0,0.0,0,46.0,5.0,8.0,38.5,382.0,308.0,73.0,6.0,1.0,5.0,67.0,0.0,0.0,0.0,0.0,312.0,1.0,8.0,81.7,4121.0,1792.0,207.0,232.0,89.2,63.0,80.0,78.8,19.0,32.0,59.4,1,0.5,0.6,0.5,6.0,14.0,6.0,5.0,10.0,478.0,25.0,185.0,190.0,111.0,14.0,478.0,2.0,15.0,13.3,17.0,8.0,280.0,18.0,0,4,1,25.0,0.57,0.14,0.0,0.0,26.5,1.0,0,0,0.1,0.1,0.03,-0.1,-0.1,7,7,631,0,0.0,0.14,0.14,0.0,0.14,0.6,0.02,0.07,0.09,0.02,0.09
16,Adrien Rabiot,MF,France,27-259,1995,5.4,12.0,9,4.0,6.0,2.0,4.0,7.0,57.1,3.0,11.0,2.0,9.0,10,22.0,6.0,0.0,11.0,2.05,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,10,4,0,7,0.0,0.0,0,30.0,15.0,8.0,65.2,284.0,277.0,6.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,237.0,1.0,6.0,83.5,3769.0,838.0,129.0,145.0,89.0,83.0,94.0,88.3,18.0,26.0,69.2,1,0.9,0.5,0.1,3.0,36.0,0.0,0.0,13.0,350.0,16.0,62.0,203.0,88.0,19.0,350.0,2.0,5.0,40.0,5.0,7.0,243.0,17.0,1,9,4,44.4,1.68,0.75,0.11,0.25,13.3,0.0,0,0,1.1,1.1,0.12,-0.1,-0.1,6,5,483,1,0.19,0.19,0.37,0.19,0.37,1.9,0.2,0.16,0.36,0.2,0.36
17,Agustín Canobbio,MF,Uruguay,24-078,1998,0.1,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,71.4,66.0,38.0,3.0,4.0,75.0,0.0,1.0,0.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,5.0,1.0,5.0,0.0,11.0,0.0,0.0,,0.0,0.0,6.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Ahmad Nourollahi,MF,IR Iran,29-319,1993,2.5,4.0,3,1.0,1.0,2.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,6,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,3,0.0,0.0,0,15.0,1.0,0.0,100.0,54.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,64.8,519.0,150.0,16.0,21.0,76.2,13.0,21.0,61.9,2.0,6.0,33.3,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,85.0,10.0,28.0,37.0,22.0,0.0,85.0,1.0,2.0,50.0,3.0,0.0,39.0,1.0,0,5,1,20.0,2.02,0.4,0.0,0.0,29.2,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,3,3,223,0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.04,0.04
19,Ahmed Alaaeldin,FW,Qatar,29-321,1993,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Aimen Dahmen,GK,Tunisia,25-324,1997,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,77.0,54.0,23.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,62.3,1544.0,1175.0,9.0,9.0,100.0,18.0,18.0,100.0,21.0,50.0,42.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,73.0,82.0,0.0,0.0,0.0,82.0,0.0,0.0,,0.0,0.0,34.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,3,270,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Ajdin Hrustic,MF,Australia,26-166,1996,0.7,2.0,0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,2,0,1,0.0,0.0,0,3.0,0.0,2.0,0.0,21.0,19.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,81.0,263.0,42.0,10.0,11.0,90.9,4.0,5.0,80.0,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,3.0,6.0,15.0,12.0,1.0,32.0,1.0,4.0,25.0,2.0,1.0,21.0,4.0,0,1,0,0.0,1.45,0.0,0.0,,22.4,0.0,0,0,0.0,0.0,0.03,0.0,0.0,3,0,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
22,Akram Afif,FW,Qatar,26-030,1996,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0,2.33,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,6,1,13,0.0,0.0,0,14.0,1.0,1.0,50.0,165.0,142.0,22.0,8.0,1.0,2.0,2.0,6.0,4.0,1.0,0.0,139.0,1.0,4.0,84.2,2502.0,645.0,45.0,50.0,90.0,60.0,66.0,90.9,21.0,28.0,75.0,0,0.3,0.3,-0.3,5.0,10.0,4.0,1.0,7.0,181.0,1.0,11.0,122.0,50.0,2.0,181.0,3.0,7.0,42.9,5.0,5.0,141.0,10.0,0,2,0,0.0,0.67,0.0,0.0,,29.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0,3,3,270,0,0.0,0.0,0.0,0.0,0.0,0.3,0.02,0.1,0.12,0.02,0.12
23,Alan Franco,MF,Ecuador,24-119,1998,0.5,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,1.0,1.0,50.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,90.9,114.0,59.0,8.0,8.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,5.0,10.0,1.0,0.0,16.0,0.0,0.0,,1.0,0.0,9.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2,1,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Alejandro Balde,DF,Spain,19-061,2003,1.4,6.0,6,2.0,2.0,2.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,0,6.0,2.0,0.0,2.0,1.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.87,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,0,2,0.0,0.0,0,10.0,0.0,2.0,0.0,123.0,111.0,12.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,91.1,1890.0,293.0,49.0,56.0,87.5,55.0,57.0,96.5,7.0,9.0,77.8,0,0.0,0.2,0.0,0.0,5.0,2.0,0.0,4.0,135.0,0.0,17.0,86.0,33.0,3.0,135.0,0.0,2.0,0.0,2.0,3.0,109.0,4.0,0,1,0,0.0,0.71,0.0,0.0,,11.3,0.0,0,0,0.0,0.0,0.05,0.0,0.0,4,1,126,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
25,Aleksandar Mitrović,FW,Serbia,28-093,1994,2.9,1.0,0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,1.0,1.0,0.0,3.0,1.03,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,1,1,1,0.0,0.0,0,6.0,5.0,12.0,29.4,69.0,57.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,1.0,78.3,799.0,106.0,29.0,34.0,85.3,17.0,22.0,77.3,3.0,4.0,75.0,0,0.7,0.1,-0.7,2.0,5.0,1.0,0.0,2.0,95.0,1.0,3.0,54.0,39.0,14.0,95.0,1.0,1.0,100.0,6.0,3.0,67.0,12.0,2,10,3,30.0,3.44,1.03,0.2,0.67,14.1,0.0,0,0,1.6,1.6,0.16,0.4,0.4,3,3,262,2,0.69,0.0,0.69,0.69,0.69,2.4,0.57,0.24,0.81,0.57,0.81
