"","Season","Squad","Comp","Player","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","PlayerURL"
"11",NA,"2022 Switzerland","WCQ — UEFA M","Haris Seferović","FW","29",4,4,335,3.7,1,0,1,0,1,0,0,0.27,0,0.27,0.27,0.27,"https://fbref.com/en/players/a45eac1f/Haris-Seferovic"
"12",NA,"2022 Switzerland","WCQ — UEFA M","Breel Embolo","FW","24",4,4,330,3.7,3,3,3,0,0,0,0,0.82,0.82,1.64,0.82,1.64,"https://fbref.com/en/players/0b4f388a/Breel-Embolo"
"13",NA,"2022 Switzerland","WCQ — UEFA M","Steven Zuber","MF","30",6,4,324,3.6,2,0,2,0,0,0,0,0.56,0,0.56,0.56,0.56,"https://fbref.com/en/players/b6a6e0a7/Steven-Zuber"
"14",NA,"2022 Switzerland","WCQ — UEFA M","Fabian Schär","DF","30",4,3,307,3.4,0,2,0,0,0,1,0,0,0.59,0.59,0,0.59,"https://fbref.com/en/players/c8aa95da/Fabian-Schar"
"15",NA,"2022 Switzerland","WCQ — UEFA M","Kevin Mbabu","DF,MF","26",3,3,260,2.9,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/493924a7/Kevin-Mbabu"
"16",NA,"2022 Switzerland","WCQ — UEFA M","Fabian Frei","MF,DF","33",4,3,251,2.8,0,0,0,0,0,2,0,0,0,0,0,0,"https://fbref.com/en/players/9fb640a8/Fabian-Frei"
"17",NA,"2022 Switzerland","WCQ — UEFA M","Granit Xhaka","MF","29",2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e61b8aee/Granit-Xhaka"
"18",NA,"2022 Switzerland","WCQ — UEFA M","Djibril Sow","MF","24",6,2,171,1.9,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/4c6facae/Djibril-Sow"
"19",NA,"2022 Switzerland","WCQ — UEFA M","Noah Okafor","MF,FW","21",2,2,145,1.6,1,1,1,0,0,0,0,0.62,0.62,1.24,0.62,1.24,"https://fbref.com/en/players/ca607d59/Noah-Okafor"
"20",NA,"2022 Switzerland","WCQ — UEFA M","Christian Fassnacht","MF","28",4,1,114,1.3,1,0,1,0,0,0,0,0.79,0,0.79,0.79,0.79,"https://fbref.com/en/players/0aeeed3f/Christian-Fassnacht"
"21",NA,"2022 Switzerland","WCQ — UEFA M","Mario Gavranović","FW","32",4,1,113,1.3,1,1,1,0,0,0,0,0.8,0.8,1.59,0.8,1.59,"https://fbref.com/en/players/aad9c3f3/Mario-Gavranovic"
"22",NA,"2022 Switzerland","WCQ — UEFA M","Michel Aebischer","MF","25",3,1,96,1.1,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/f9c927de/Michel-Aebischer"
"23",NA,"2022 Switzerland","WCQ — UEFA M","Ulisses Garcia","DF","26",3,0,95,1.1,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/c952f633/Ulisses-Garcia"
"24",NA,"2022 Switzerland","WCQ — UEFA M","Andi Zeqiri","FW","22",4,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d01231f0/Andi-Zeqiri"
"25",NA,"2022 Switzerland","WCQ — UEFA M","Edimilson Fernandes","MF","25",1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3bb625ac/Edimilson-Fernandes"
"26",NA,"2022 Switzerland","WCQ — UEFA M","Cedric Itten","FW,MF","25",3,0,26,0.3,1,1,1,0,0,0,0,3.46,3.46,6.92,3.46,6.92,"https://fbref.com/en/players/ef233486/Cedric-Itten"
"27",NA,"2022 Switzerland","WCQ — UEFA M","Kastriot Imeri","MF","21",1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c7968b34/Kastriot-Imeri"
"28",NA,"2022 Switzerland","WCQ — UEFA M","Admir Mehmedi","FW,MF","30",2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b500b384/Admir-Mehmedi"
"29",NA,"2022 Switzerland","WCQ — UEFA M","Jordan Lotomba","DF,MF","23",1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/fc4cf6a7/Jordan-Lotomba"
"30",NA,"2022 Switzerland","WCQ — UEFA M","Albian Ajeti","FW","24",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2b1c4abd/Albian-Ajeti"
"31",NA,"2022 Switzerland","WCQ — UEFA M","David von Ballmoos","GK","27",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f7b10c66/David-von-Ballmoos"
"32",NA,"2022 Switzerland","WCQ — UEFA M","Loris Benito","DF","30",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f5b6fb78/Loris-Benito"
"33",NA,"2022 Switzerland","WCQ — UEFA M","Eray Cömert","DF","23",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/15937e17/Eray-Comert"
"34",NA,"2022 Switzerland","WCQ — UEFA M","Gregor Kobel","GK","24",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/cd59b9df/Gregor-Kobel"
"35",NA,"2022 Switzerland","WCQ — UEFA M","Philipp Köhn","GK","23",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/ff74841d/Philipp-Kohn"
"36",NA,"2022 Switzerland","WCQ — UEFA M","Sandro Lauper","DF,MF","25",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/6a829019/Sandro-Lauper"
"37",NA,"2022 Switzerland","WCQ — UEFA M","Yvon Mvogo","GK","27",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/dc29b608/Yvon-Mvogo"
"38",NA,"2022 Switzerland","WCQ — UEFA M","Dan Ndoye","MF","21",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/8e697a8f/Dan-Ndoye"
"39",NA,"2022 Switzerland","WCQ — UEFA M","Jonas Omlin","GK","28",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/c631f952/Jonas-Omlin"
"40",NA,"2022 Switzerland","WCQ — UEFA M","Cedric Zesiger","DF","23",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2bab583c/Cedric-Zesiger"
