"","Season","Squad","Comp","Player","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","PlayerURL"
"20",NA,"2022 France","WCQ — UEFA M","Dayot Upamecano","DF","23",2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d248cd8f/Dayot-Upamecano"
"21",NA,"2022 France","WCQ — UEFA M","N'Golo Kanté","MF","30",2,2,160,1.8,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b9fbae28/NGolo-Kante"
"22",NA,"2022 France","WCQ — UEFA M","Ousmane Dembélé","FW","24",2,1,117,1.3,1,0,1,0,0,1,0,0.77,0,0.77,0.77,0.77,"https://fbref.com/en/players/b19db005/Ousmane-Dembele"
"23",NA,"2022 France","WCQ — UEFA M","Moussa Diaby","FW","22",4,1,104,1.2,0,1,0,0,0,0,0,0,0.87,0.87,0,0.87,"https://fbref.com/en/players/aeed5c06/Moussa-Diaby"
"24",NA,"2022 France","WCQ — UEFA M","Clément Lenglet","DF","26",3,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4f28a6ff/Clement-Lenglet"
"25",NA,"2022 France","WCQ — UEFA M","Olivier Giroud","FW","35",2,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/16ceb862/Olivier-Giroud"
"26",NA,"2022 France","WCQ — UEFA M","Tanguy Ndombele","MF","25",1,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5cdddffa/Tanguy-Ndombele"
"27",NA,"2022 France","WCQ — UEFA M","Jordan Veretout","MF","28",3,1,65,0.7,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/4a56052c/Jordan-Veretout"
"28",NA,"2022 France","WCQ — UEFA M","Wissam Ben Yedder","FW,MF","31",3,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/942b4f90/Wissam-Ben-Yedder"
"29",NA,"2022 France","WCQ — UEFA M","Mattéo Guendouzi","MF","22",1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5ea8ef20/Matteo-Guendouzi"
"30",NA,"2022 France","WCQ — UEFA M","Nordi Mukiele","DF,MF","24",1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ac73ec79/Nordi-Mukiele"
"31",NA,"2022 France","WCQ — UEFA M","Moussa Sissoko","MF","32",2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2acd49b9/Moussa-Sissoko"
"32",NA,"2022 France","WCQ — UEFA M","Alphonse Areola","GK","28",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2f965a72/Alphonse-Areola"
"33",NA,"2022 France","WCQ — UEFA M","Benoît Costil","GK","34",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2434f24a/Benoit-Costil"
"34",NA,"2022 France","WCQ — UEFA M","Mike Maignan","GK","26",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/fcb38f57/Mike-Maignan"
"35",NA,"2022 France","WCQ — UEFA M","Steve Mandanda","GK","36",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
"36",NA,"2022 France","WCQ — UEFA M","Ferland Mendy","DF","26",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/3cefcaef/Ferland-Mendy"
