"","Season","Squad","Comp","Player","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","PlayerURL"
"1",NA,"2022 Poland","WCQ — UEFA M","Wojciech Szczęsny","GK","31",10,10,855,9.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny"
"2",NA,"2022 Poland","WCQ — UEFA M","Robert Lewandowski","FW","33",9,9,712,7.9,9,4,8,1,1,1,0,1.14,0.51,1.64,1.01,1.52,"https://fbref.com/en/players/8d78e732/Robert-Lewandowski"
"3",NA,"2022 Poland","WCQ — UEFA M","Jakub Moder","MF","22",9,8,578,6.4,1,0,1,0,0,1,0,0.16,0,0.16,0.16,0.16,"https://fbref.com/en/players/f230bc30/Jakub-Moder"
"4",NA,"2022 Poland","WCQ — UEFA M","Kamil Glik","DF","33",8,7,652,7.2,0,1,0,0,0,1,0,0,0.14,0.14,0,0.14,"https://fbref.com/en/players/c6056d58/Kamil-Glik"
"5",NA,"2022 Poland","WCQ — UEFA M","Jan Bednarek","DF","25",7,7,629,7,0,0,0,0,0,2,0,0,0,0,0,0,"https://fbref.com/en/players/4115ce4e/Jan-Bednarek"
"6",NA,"2022 Poland","WCQ — UEFA M","Grzegorz Krychowiak","MF","32",8,7,624,6.9,1,1,1,0,0,2,0,0.14,0.14,0.29,0.14,0.29,"https://fbref.com/en/players/580d52dd/Grzegorz-Krychowiak"
"7",NA,"2022 Poland","WCQ — UEFA M","Piotr Zieliński","MF,FW","27",7,6,555,6.2,1,2,1,0,0,0,0,0.16,0.32,0.49,0.16,0.49,"https://fbref.com/en/players/a5296e55/Piotr-Zielinski"
"8",NA,"2022 Poland","WCQ — UEFA M","Bartosz Bereszyński","DF,MF","29",8,6,477,5.3,0,1,0,0,0,1,0,0,0.19,0.19,0,0.19,"https://fbref.com/en/players/61b3978f/Bartosz-Bereszynski"
"9",NA,"2022 Poland","WCQ — UEFA M","Kamil Jóźwiak","MF","23",8,5,533,5.9,2,2,2,0,0,0,0,0.34,0.34,0.68,0.34,0.68,"https://fbref.com/en/players/bd4e3824/Kamil-Jozwiak"
"10",NA,"2022 Poland","WCQ — UEFA M","Karol Świderski","FW","25",9,4,396,4.4,5,1,5,0,0,1,0,1.14,0.23,1.36,1.14,1.36,"https://fbref.com/en/players/41723204/Karol-Swiderski"
"11",NA,"2022 Poland","WCQ — UEFA M","Karol Linetty","MF","26",6,4,380,4.2,2,1,2,0,0,2,0,0.47,0.24,0.71,0.47,0.71,"https://fbref.com/en/players/d023d70f/Karol-Linetty"
"12",NA,"2022 Poland","WCQ — UEFA M","Maciej Rybus","DF,MF","32",6,4,337,3.7,0,1,0,0,0,0,0,0,0.27,0.27,0,0.27,"https://fbref.com/en/players/86dd16a8/Maciej-Rybus"
"13",NA,"2022 Poland","WCQ — UEFA M","Tymoteusz Puchacz","DF","23",5,4,325,3.6,0,1,0,0,0,3,0,0,0.28,0.28,0,0.28,"https://fbref.com/en/players/c68b1b13/Tymoteusz-Puchacz"
