"","Season","Squad","Comp","Player","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","PlayerURL"
"14",NA,"2022 England","WCQ — UEFA M","Tyrone Mings","DF,MF","28",4,3,315,3.5,1,0,1,0,0,2,0,0.29,0,0.29,0.29,0.29,"https://fbref.com/en/players/8397a50c/Tyrone-Mings"
"15",NA,"2022 England","WCQ — UEFA M","Jack Grealish","MF,FW","26",6,3,313,3.5,1,1,1,0,0,0,0,0.29,0.29,0.58,0.29,0.58,"https://fbref.com/en/players/b0b4fd3e/Jack-Grealish"
"16",NA,"2022 England","WCQ — UEFA M","Bukayo Saka","FW,DF","20",5,3,302,3.4,3,1,3,0,0,0,0,0.89,0.3,1.19,0.89,1.19,"https://fbref.com/en/players/bc7dc64d/Bukayo-Saka"
"17",NA,"2022 England","WCQ — UEFA M","Jesse Lingard","MF,FW","29",6,3,270,3,2,2,2,0,0,0,0,0.67,0.67,1.33,0.67,1.33,"https://fbref.com/en/players/810e3c74/Jesse-Lingard"
"18",NA,"2022 England","WCQ — UEFA M","Nick Pope","GK","29",3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4b40d9ca/Nick-Pope"
"19",NA,"2022 England","WCQ — UEFA M","Reece James","DF,MF","22",5,3,216,2.4,0,2,0,0,0,0,0,0,0.83,0.83,0,0.83,"https://fbref.com/en/players/1265a93a/Reece-James"
"20",NA,"2022 England","WCQ — UEFA M","Kieran Trippier","DF","31",3,2,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/21512407/Kieran-Trippier"
"21",NA,"2022 England","WCQ — UEFA M","Jude Bellingham","MF","18",4,2,224,2.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/57d88cf9/Jude-Bellingham"
"22",NA,"2022 England","WCQ — UEFA M","James Ward-Prowse","MF","27",3,2,200,2.2,2,0,2,0,1,0,0,0.9,0,0.9,0.9,0.9,"https://fbref.com/en/players/3515d404/James-Ward-Prowse"
"23",NA,"2022 England","WCQ — UEFA M","Jordan Henderson","MF","31",4,2,198,2.2,1,1,1,0,0,0,0,0.45,0.45,0.91,0.45,0.91,"https://fbref.com/en/players/935e6b8f/Jordan-Henderson"
"24",NA,"2022 England","WCQ — UEFA M","Trent Alexander-Arnold","MF,DF","23",3,2,194,2.2,0,3,0,0,0,0,0,0,1.39,1.39,0,1.39,"https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold"
"25",NA,"2022 England","WCQ — UEFA M","Sam Johnstone","GK","28",2,2,180,2,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,"https://fbref.com/en/players/9e5708be/Sam-Johnstone"
"26",NA,"2022 England","WCQ — UEFA M","Tammy Abraham","FW","24",4,1,165,1.8,2,1,2,0,0,1,0,1.09,0.55,1.64,1.09,1.64,"https://fbref.com/en/players/f586779e/Tammy-Abraham"
"27",NA,"2022 England","WCQ — UEFA M","Aaron Ramsdale","GK","23",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale"
"28",NA,"2022 England","WCQ — UEFA M","Emile Smith Rowe","FW","21",2,1,86,1,1,1,1,0,0,0,0,1.05,1.05,2.09,1.05,2.09,"https://fbref.com/en/players/17695062/Emile-Smith-Rowe"
"29",NA,"2022 England","WCQ — UEFA M","Jadon Sancho","FW","21",1,1,72,0.8,0,2,0,0,0,1,0,0,2.5,2.5,0,2.5,"https://fbref.com/en/players/dbf053da/Jadon-Sancho"
"30",NA,"2022 England","WCQ — UEFA M","Dominic Calvert-Lewin","FW","24",2,1,64,0.7,2,0,2,0,0,0,0,2.81,0,2.81,2.81,2.81,"https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin"
"31",NA,"2022 England","WCQ — UEFA M","Patrick Bamford","FW","28",1,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/93feac6e/Patrick-Bamford"
"32",NA,"2022 England","WCQ — UEFA M","Conor Gallagher","MF","21",1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c2731c10/Conor-Gallagher"
"33",NA,"2022 England","WCQ — UEFA M","Ollie Watkins","FW,MF","26",3,0,41,0.5,1,0,1,0,0,0,0,2.2,0,2.2,2.2,2.2,"https://fbref.com/en/players/aed3a70f/Ollie-Watkins"
"34",NA,"2022 England","WCQ — UEFA M","Fikayo Tomori","DF","24",1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7edfbb8a/Fikayo-Tomori"
"35",NA,"2022 England","WCQ — UEFA M","Eric Dier","DF,MF","28",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/ac861941/Eric-Dier"
"36",NA,"2022 England","WCQ — UEFA M","Dean Henderson","GK","24",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e5a76dfe/Dean-Henderson"
