"","Season","Squad","Comp","Player","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","PlayerURL"
"13",NA,"2022 Morocco","WCQ — CAF M","Souffian El Karouani","DF","21",3,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2e5a31cb/Souffian-El-Karouani"
"14",NA,"2022 Morocco","WCQ — CAF M","Youssef En-Nesyri","FW","24",2,2,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/04e17fd5/Youssef-En-Nesyri"
"15",NA,"2022 Morocco","WCQ — CAF M","Jawad El Yamiq","DF","29",2,2,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f6f6b6e8/Jawad-El-Yamiq"
"16",NA,"2022 Morocco","WCQ — CAF M","Sofiane Boufal","FW","28",8,1,190,2.1,1,1,1,0,0,1,0,0.47,0.47,0.95,0.47,0.95,"https://fbref.com/en/players/b0c71810/Sofiane-Boufal"
"17",NA,"2022 Morocco","WCQ — CAF M","Samy Mmaee","DF","25",2,1,173,1.9,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/bf80db4d/Samy-Mmaee"
"18",NA,"2022 Morocco","WCQ — CAF M","Munir El Haddadi","FW","26",4,1,149,1.7,1,0,1,0,0,1,0,0.6,0,0.6,0.6,0.6,"https://fbref.com/en/players/8696bc90/Munir-El-Haddadi"
"19",NA,"2022 Morocco","WCQ — CAF M","Sofiane Alakouch","DF","23",3,1,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5314e067/Sofiane-Alakouch"
"20",NA,"2022 Morocco","WCQ — CAF M","Tarik Tissoudali","FW","28",2,1,100,1.1,2,1,2,0,0,0,0,1.8,0.9,2.7,1.8,2.7,"https://fbref.com/en/players/4f60a143/Tarik-Tissoudali"
"21",NA,"2022 Morocco","WCQ — CAF M","Sofian Chakla","DF","28",1,1,90,1,0,1,0,0,0,1,0,0,1,1,0,1,"https://fbref.com/en/players/37f04799/Sofian-Chakla"
"22",NA,"2022 Morocco","WCQ — CAF M","Azzedine Ounahi","MF","21",1,1,90,1,2,0,2,0,0,0,0,2,0,2,2,2,"https://fbref.com/en/players/83299cc0/Azzedine-Ounahi"
"23",NA,"2022 Morocco","WCQ — CAF M","Zakaria Aboukhlal","MF","21",3,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c2a6033c/Zakaria-Aboukhlal"
"24",NA,"2022 Morocco","WCQ — CAF M","Adel Taarabt","MF","32",1,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/47dc80f5/Adel-Taarabt"
"25",NA,"2022 Morocco","WCQ — CAF M","Fayçal Fajr","MF","33",5,0,80,0.9,0,1,0,0,0,0,0,0,1.13,1.13,0,1.13,"https://fbref.com/en/players/79135368/Faycal-Fajr"
"26",NA,"2022 Morocco","WCQ — CAF M","Munir","GK","32",1,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/fc8287db/Munir"
"27",NA,"2022 Morocco","WCQ — CAF M","Achraf Bencharki","FW","27",4,0,31,0.3,0,1,0,0,0,0,0,0,2.9,2.9,0,2.9,"https://fbref.com/en/players/187293b3/Achraf-Bencharki"
"28",NA,"2022 Morocco","WCQ — CAF M","Yahya Attiat Allah","DF","26",1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/432848a2/Yahya-Attiat-Allah"
"29",NA,"2022 Morocco","WCQ — CAF M","Mohamed Chibi","DF","29",1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/87798e15/Mohamed-Chibi"
"30",NA,"2022 Morocco","WCQ — CAF M","Ayoub El Amloud","DF","27",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/92b73421/Ayoub-El-Amloud"
"31",NA,"2022 Morocco","WCQ — CAF M","Yahya Jabrane","MF","",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/143efbd5/Yahya-Jabrane"
"32",NA,"2022 Morocco","WCQ — CAF M","Youssef Maleh","MF","23",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/4c8845f7/Youssef-Maleh"
"33",NA,"2022 Morocco","WCQ — CAF M","Soufiane Rahimi","FW","25",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f126a259/Soufiane-Rahimi"
"34",NA,"2022 Morocco","WCQ — CAF M","Ahmed Reda Tagnaouti","GK","25",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/12e12fd9/Ahmed-Reda-Tagnaouti"
"35",NA,"2022 Morocco","WCQ — CAF M","Sami Tlemcani","GK","17",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/5592ff43/Sami-Tlemcani"
"36",NA,"2022 Morocco","WCQ — CAF M","Anas Zniti","GK","33",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1c837320/Anas-Zniti"
