"","Season","Squad","Comp","Player","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","PlayerURL"
"19",NA,"2022 Serbia","WCQ — UEFA M","Nemanja Maksimović","MF","27",7,1,152,1.7,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/00b28772/Nemanja-Maksimovic"
"20",NA,"2022 Serbia","WCQ — UEFA M","Luka Jović","FW","24",7,1,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4d8cd038/Luka-Jovic"
"21",NA,"2022 Serbia","WCQ — UEFA M","Andrija Živković","MF","25",2,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/321f83a2/Andrija-Zivkovic"
"22",NA,"2022 Serbia","WCQ — UEFA M","Marko Grujić","MF","25",2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8b8e759d/Marko-Grujic"
"23",NA,"2022 Serbia","WCQ — UEFA M","Milan Gajić","MF","26",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9f6325f9/Milan-Gajic"
"24",NA,"2022 Serbia","WCQ — UEFA M","Uroš Račić","MF","23",1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/faed84db/Uros-Racic"
"25",NA,"2022 Serbia","WCQ — UEFA M","Filip Mladenović","MF","30",2,1,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a3eabee0/Filip-Mladenovic"
"26",NA,"2022 Serbia","WCQ — UEFA M","Mihailo Ristić","DF,MF","26",2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ea0aa7e0/Mihailo-Ristic"
"27",NA,"2022 Serbia","WCQ — UEFA M","Ivan Ilić","MF","20",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/bb376bed/Ivan-Ilic"
"28",NA,"2022 Serbia","WCQ — UEFA M","Nenad Krstičić","MF","31",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/5631b735/Nenad-Krsticic"
"29",NA,"2022 Serbia","WCQ — UEFA M","Vanja Milinković-Savić","GK","24",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/9fa26bc2/Vanja-Milinkovic-Savic"
"30",NA,"2022 Serbia","WCQ — UEFA M","Đorđe Nikolić","GK","24",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/3acadb7f/Djordje-Nikolic"
"31",NA,"2022 Serbia","WCQ — UEFA M","Marko Petković","DF","29",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/70d31829/Marko-Petkovic"
"32",NA,"2022 Serbia","WCQ — UEFA M","Mile Svilar","GK","22",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/bcf5058a/Mile-Svilar"
"33",NA,"2022 Serbia","WCQ — UEFA M","Aleksa Terzić","DF","22",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/3ef0a2d7/Aleksa-Terzic"
