"","Season","Squad","Comp","Player","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","PlayerURL"
"1",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Francisco Calvo","DF","29",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/706bd23f/Francisco-Calvo"
"2",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Anthony Contreras","FW","22",1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/d05ca2cc/Anthony-Contreras"
"3",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Óscar Duarte","DF","32",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/aa0ac32d/Oscar-Duarte"
"4",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Keylor Navas","GK","35",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ecada4fc/Keylor-Navas"
"5",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Bryan Oviedo","DF","31",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/31faf295/Bryan-Oviedo"
"6",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Yeltsin Tejeda","MF","29",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/74319b04/Yeltsin-Tejeda"
"7",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Joel Campbell","FW","29",1,1,89,1,1,0,1,0,0,0,0,1.01,0,1.01,1.01,1.01,"https://fbref.com/en/players/895ff3ca/Joel-Campbell"
"8",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Celso Borges","MF","33",1,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b8836910/Celso-Borges"
"9",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Jewison Bennette","MF","17",1,1,45,0.5,0,1,0,0,0,0,0,0,2,2,0,2,"https://fbref.com/en/players/58f5704e/Jewison-Bennette"
"10",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Keysher Fuller","DF","27",1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/78019e88/Keysher-Fuller"
"11",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Gerson Torres","MF","24",1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d56713ff/Gerson-Torres"
"12",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Carlos Martínez","DF","22",1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9acb9d76/Carlos-Martinez"
"13",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Bryan Ruiz","FW,MF","36",1,0,45,0.5,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/fa6292e2/Bryan-Ruiz"
"14",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Kendall Waston","DF","34",1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/02ea59b0/Kendall-Waston"
"15",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Daniel Chacón","DF","20",1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/065a00d5/Daniel-Chacon"
"16",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Johan Venegas","FW,MF","33",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5eadd340/Johan-Venegas"
"17",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Brandon Aguilera","MF","18",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/938fa024/Brandon-Aguilera"
"18",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Aarón Cruz","GK","30",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/832e280e/Aaron-Cruz"
"19",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Orlando Galo","DF","21",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7faaf993/Orlando-Galo"
"20",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Ian Lawrence","MF","19",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/8b177863/Ian-Lawrence"
"21",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Carlos Mora","DF","20",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/dae2d186/Carlos-Mora"
"22",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Leonel Moreira","GK","31",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/fefa5070/Leonel-Moreira"
"23",NA,"2022 Costa Rica","WCQ — Inter-confederation play-offs M","Juan Pablo Vargas","DF","26",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e22564a0/Juan-Pablo-Vargas"
