"","Season","Squad","Comp","Player","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","PlayerURL"
"1",NA,"2022 Korea Republic","WCQ — AFC M","Kim Min-jae","DF","25",15,14,1254,13.9,1,2,1,0,0,2,0,0.07,0.14,0.22,0.07,0.22,"https://fbref.com/en/players/e0f8151c/Kim-Min-jae"
"2",NA,"2022 Korea Republic","WCQ — AFC M","Kim Seung-gyu","GK","31",13,13,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/eabaafa6/Kim-Seung-gyu"
"3",NA,"2022 Korea Republic","WCQ — AFC M","Lee Jae-sung","MF","29",14,13,1053,11.7,1,2,1,0,0,0,0,0.09,0.17,0.26,0.09,0.26,"https://fbref.com/en/players/34b0387f/Lee-Jae-sung"
"4",NA,"2022 Korea Republic","WCQ — AFC M","Kim Young-gwon","DF","31",12,12,1080,12,2,0,2,0,0,2,0,0.17,0,0.17,0.17,0.17,"https://fbref.com/en/players/9459ace1/Kim-Young-gwon"
"5",NA,"2022 Korea Republic","WCQ — AFC M","Son Heung-min","FW,MF","29",12,12,1047,11.6,7,1,4,3,3,1,0,0.6,0.09,0.69,0.34,0.43,"https://fbref.com/en/players/92e7e919/Son-Heung-min"
"6",NA,"2022 Korea Republic","WCQ — AFC M","Jung Woo-young","MF,DF","32",11,11,990,11,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,"https://fbref.com/en/players/858a34b8/Jung-Woo-young"
"7",NA,"2022 Korea Republic","WCQ — AFC M","Hwang Ui-jo","FW","29",12,11,968,10.8,2,1,2,0,0,0,0,0.19,0.09,0.28,0.19,0.28,"https://fbref.com/en/players/a2d873dd/Hwang-Ui-jo"
"8",NA,"2022 Korea Republic","WCQ — AFC M","Hwang In-beom","MF","25",10,10,845,9.4,1,0,1,0,0,1,0,0.11,0,0.11,0.11,0.11,"https://fbref.com/en/players/92fa5d28/Hwang-In-beom"
"9",NA,"2022 Korea Republic","WCQ — AFC M","Hwang Hee-chan","MF,FW","26",13,9,907,10.1,3,4,2,1,1,1,0,0.3,0.4,0.69,0.2,0.6,"https://fbref.com/en/players/169fd162/Hwang-Hee-chan"
"10",NA,"2022 Korea Republic","WCQ — AFC M","Lee Yong","DF","35",11,8,797,8.9,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/95e57652/Lee-Yong"
"11",NA,"2022 Korea Republic","WCQ — AFC M","Kim Jin-su","DF","29",9,8,726,8.1,1,1,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,"https://fbref.com/en/players/8e6ff136/Kim-Jin-su"
"12",NA,"2022 Korea Republic","WCQ — AFC M","Hong Chul","DF,MF","31",9,7,604,6.7,0,2,0,0,0,1,0,0,0.3,0.3,0,0.3,"https://fbref.com/en/players/c7de2245/Hong-Chul"
"13",NA,"2022 Korea Republic","WCQ — AFC M","Kwon Chang-hoon","FW,MF","27",11,5,606,6.7,4,1,4,0,0,1,0,0.59,0.15,0.74,0.59,0.74,"https://fbref.com/en/players/7961f7aa/Kwon-Chang-hoon"
"14",NA,"2022 Korea Republic","WCQ — AFC M","Cho Guesung","FW","24",7,5,397,4.4,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/ccfa8e5e/Cho-Guesung"
"15",NA,"2022 Korea Republic","WCQ — AFC M","Nam Tae-hee","MF","30",7,4,392,4.4,1,2,1,0,0,0,0,0.23,0.46,0.69,0.23,0.69,"https://fbref.com/en/players/484e9d32/Nam-Tae-hee"
"16",NA,"2022 Korea Republic","WCQ — AFC M","Kim Tae-hwan","DF","32",4,4,346,3.8,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2e2f2a1c/Kim-Tae-hwan"
"17",NA,"2022 Korea Republic","WCQ — AFC M","Song Minkyu","MF,FW","22",7,4,340,3.8,0,1,0,0,0,0,0,0,0.26,0.26,0,0.26,"https://fbref.com/en/players/97d38555/Song-Minkyu"
"18",NA,"2022 Korea Republic","WCQ — AFC M","Kim Moonhwan","DF","26",4,4,283,3.1,0,1,0,0,0,0,0,0,0.32,0.32,0,0.32,"https://fbref.com/en/players/6bce7dd8/Kim-Moonhwan"
"19",NA,"2022 Korea Republic","WCQ — AFC M","Kwon Kyung-won","DF","30",4,3,274,3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ad1516af/Kwon-Kyung-won"
"20",NA,"2022 Korea Republic","WCQ — AFC M","Cho Hyun-woo","GK","30",3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c75a3145/Cho-Hyun-woo"
"21",NA,"2022 Korea Republic","WCQ — AFC M","Kim Shin-wook","FW","33",4,2,199,2.2,6,0,5,1,1,0,0,2.71,0,2.71,2.26,2.26,"https://fbref.com/en/players/a28c86c0/Kim-Shin-wook"
"22",NA,"2022 Korea Republic","WCQ — AFC M","Paik Seung-ho","MF","24",3,2,183,2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1e1bea09/Paik-Seung-ho"
"23",NA,"2022 Korea Republic","WCQ — AFC M","Lee Donggyeong","MF","24",4,2,172,1.9,1,1,1,0,0,0,0,0.52,0.52,1.05,0.52,1.05,"https://fbref.com/en/players/a6828876/Lee-Donggyeong"
"24",NA,"2022 Korea Republic","WCQ — AFC M","Park Ji-soo","DF","27",6,2,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cb7a0acf/Park-Ji-soo"
"25",NA,"2022 Korea Republic","WCQ — AFC M","Son Jun-ho","MF","29",4,2,152,1.7,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/f7c7ba0d/Son-Jun-ho"
"26",NA,"2022 Korea Republic","WCQ — AFC M","Na Sang-ho","FW,MF","25",3,2,133,1.5,1,0,1,0,0,0,0,0.68,0,0.68,0.68,0.68,"https://fbref.com/en/players/6af38cdd/Na-Sang-ho"
"27",NA,"2022 Korea Republic","WCQ — AFC M","Won Du-jae","DF","24",2,1,114,1.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a519d93a/Won-Du-jae"
"28",NA,"2022 Korea Republic","WCQ — AFC M","Lee Kangin","MF","20",2,1,101,1.1,0,1,0,0,0,0,0,0,0.89,0.89,0,0.89,"https://fbref.com/en/players/8455ad90/Lee-Kangin"
"29",NA,"2022 Korea Republic","WCQ — AFC M","Lee Ki-je","DF","30",2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8b9c294d/Lee-Ki-je"
"30",NA,"2022 Korea Republic","WCQ — AFC M","Jeong Woo-yeong","MF","22",2,1,70,0.8,1,0,1,0,0,0,0,1.29,0,1.29,1.29,1.29,"https://fbref.com/en/players/6190474d/Jeong-Woo-yeong"
"31",NA,"2022 Korea Republic","WCQ — AFC M","Lee Dongjun","MF","24",2,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/96d0b6f0/Lee-Dongjun"
"32",NA,"2022 Korea Republic","WCQ — AFC M","Kang Sang-woo","DF,MF","28",1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d9ef4dbc/Kang-Sang-woo"
