"","Season","Squad","Comp","Player","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","PlayerURL"
"18",NA,"2022 Spain","WCQ — UEFA M","Gavi","MF","17",2,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/19cae58d/Gavi"
"19",NA,"2022 Spain","WCQ — UEFA M","Raúl de Tomás","FW","27",2,2,114,1.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/02ef8778/Raul-de-Tomas"
"20",NA,"2022 Spain","WCQ — UEFA M","Pablo Fornals","FW","25",3,1,114,1.3,1,1,1,0,0,0,0,0.79,0.79,1.58,0.79,1.58,"https://fbref.com/en/players/82927de4/Pablo-Fornals"
"21",NA,"2022 Spain","WCQ — UEFA M","Dani Carvajal","DF","30",1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/4958bfb2/Dani-Carvajal"
"22",NA,"2022 Spain","WCQ — UEFA M","Abel Ruiz","FW","22",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6cbf8d0d/Abel-Ruiz"
"23",NA,"2022 Spain","WCQ — UEFA M","Pau Torres","DF","25",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/532e1e4f/Pau-Torres"
"24",NA,"2022 Spain","WCQ — UEFA M","Gerard Moreno","FW","29",2,1,86,1,1,0,1,0,0,0,0,1.05,0,1.05,1.05,1.05,"https://fbref.com/en/players/81f0781e/Gerard-Moreno"
"25",NA,"2022 Spain","WCQ — UEFA M","Sergio Reguilón","DF","25",1,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3353737a/Sergio-Reguilon"
"26",NA,"2022 Spain","WCQ — UEFA M","Fabián Ruiz Peña","MF","25",2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c0c7ff58/Fabian-Ruiz-Pena"
"27",NA,"2022 Spain","WCQ — UEFA M","Bryan","FW","20",2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7b5ab7f2/Bryan"
"28",NA,"2022 Spain","WCQ — UEFA M","Sergio Canales","FW","30",2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a6de370d/Sergio-Canales"
"29",NA,"2022 Spain","WCQ — UEFA M","Pedro Porro","DF","22",1,1,64,0.7,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/27d0a506/Pedro-Porro"
"30",NA,"2022 Spain","WCQ — UEFA M","Sergio Ramos","DF","35",2,1,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/08511d65/Sergio-Ramos"
"31",NA,"2022 Spain","WCQ — UEFA M","Diego Llorente","DF","28",1,1,45,0.5,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/bba30585/Diego-Llorente"
"32",NA,"2022 Spain","WCQ — UEFA M","Rodrigo","FW,MF","30",2,0,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1fb1c435/Rodrigo"
"33",NA,"2022 Spain","WCQ — UEFA M","Adama Traoré","FW,MF","26",2,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9a28eba4/Adama-Traore"
"34",NA,"2022 Spain","WCQ — UEFA M","Thiago Alcántara","MF","30",2,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/77e84962/Thiago-Alcantara"
"35",NA,"2022 Spain","WCQ — UEFA M","Mikel Merino","MF","25",3,0,54,0.6,0,1,0,0,0,0,0,0,1.67,1.67,0,1.67,"https://fbref.com/en/players/d080ed5e/Mikel-Merino"
"36",NA,"2022 Spain","WCQ — UEFA M","Raúl Albiol","DF","36",2,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4bd414c1/Raul-Albiol"
"37",NA,"2022 Spain","WCQ — UEFA M","Mikel Oyarzabal","FW,MF","24",2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8c3c640c/Mikel-Oyarzabal"
"38",NA,"2022 Spain","WCQ — UEFA M","Brais Méndez","MF","25",3,0,25,0.3,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/c9e39d91/Brais-Mendez"
"39",NA,"2022 Spain","WCQ — UEFA M","Robert Sánchez","GK","24",1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6a713852/Robert-Sanchez"
"40",NA,"2022 Spain","WCQ — UEFA M","Brahim Díaz","MF","22",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/407feb71/Brahim-Diaz"
"41",NA,"2022 Spain","WCQ — UEFA M","David de Gea","GK","31",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7ba6d84e/David-de-Gea"
