"","Season","Squad","Comp","Player","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","PlayerURL"
"1",NA,"2022 Argentina","WCQ — CONMEBOL M","Rodrigo De Paul","MF","27",16,16,1272,14.1,1,3,1,0,0,2,0,0.07,0.21,0.28,0.07,0.28,"https://fbref.com/en/players/162efffd/Rodrigo-De-Paul"
"2",NA,"2022 Argentina","WCQ — CONMEBOL M","Nicolás Otamendi","DF","33",15,15,1331,14.8,0,0,0,0,0,5,0,0,0,0,0,0,"https://fbref.com/en/players/0d267745/Nicolas-Otamendi"
"3",NA,"2022 Argentina","WCQ — CONMEBOL M","Lionel Messi","FW,MF","34",15,14,1275,14.2,7,0,5,2,2,0,0,0.49,0,0.49,0.35,0.35,"https://fbref.com/en/players/d70ce98e/Lionel-Messi"
"4",NA,"2022 Argentina","WCQ — CONMEBOL M","Leandro Paredes","MF","27",14,14,1133,12.6,1,2,1,0,0,4,0,0.08,0.16,0.24,0.08,0.24,"https://fbref.com/en/players/dff153a4/Leandro-Paredes"
"5",NA,"2022 Argentina","WCQ — CONMEBOL M","Lautaro Martínez","FW","24",14,14,1049,11.7,7,3,7,0,0,0,0,0.6,0.26,0.86,0.6,0.86,"https://fbref.com/en/players/f7036e1c/Lautaro-Martinez"
"6",NA,"2022 Argentina","WCQ — CONMEBOL M","Emiliano Martínez","GK","29",10,10,849,9.4,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7956236f/Emiliano-Martinez"
"7",NA,"2022 Argentina","WCQ — CONMEBOL M","Nahuel Molina","DF","23",10,9,820,9.1,0,1,0,0,0,0,0,0,0.11,0.11,0,0.11,"https://fbref.com/en/players/23610943/Nahuel-Molina"
"8",NA,"2022 Argentina","WCQ — CONMEBOL M","Giovani Lo Celso","MF","25",11,9,779,8.7,0,5,0,0,0,1,0,0,0.58,0.58,0,0.58,"https://fbref.com/en/players/d7553721/Giovani-Lo-Celso"
"9",NA,"2022 Argentina","WCQ — CONMEBOL M","Marcos Acuña","DF,MF","30",10,9,772,8.6,0,0,0,0,0,2,0,0,0,0,0,0,"https://fbref.com/en/players/81442ecb/Marcos-Acuna"
"10",NA,"2022 Argentina","WCQ — CONMEBOL M","Ángel Di María","MF,FW","33",13,9,708,7.9,3,1,3,0,0,0,0,0.38,0.13,0.51,0.38,0.51,"https://fbref.com/en/players/19cda00b/Angel-Di-Maria"
"11",NA,"2022 Argentina","WCQ — CONMEBOL M","Nicolás Tagliafico","DF","29",9,8,754,8.4,0,0,0,0,0,3,0,0,0,0,0,0,"https://fbref.com/en/players/f0661424/Nicolas-Tagliafico"
"12",NA,"2022 Argentina","WCQ — CONMEBOL M","Gonzalo Montiel","DF","25",7,7,610,6.8,0,0,0,0,0,2,0,0,0,0,0,0,"https://fbref.com/en/players/374d5158/Gonzalo-Montiel"
"13",NA,"2022 Argentina","WCQ — CONMEBOL M","Nicolás González","MF,FW","23",11,7,607,6.7,3,1,3,0,0,0,0,0.44,0.15,0.59,0.44,0.59,"https://fbref.com/en/players/2374aaca/Nicolas-Gonzalez"
