"","Season","Squad","Comp","Player","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","PlayerURL"
"21",NA,"2022 Senegal","WCQ — CAF M","Alfred Gomis","GK","28",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cecbce23/Alfred-Gomis"
"22",NA,"2022 Senegal","WCQ — CAF M","Fodé Ballo-Touré","DF","25",4,1,88,1,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/f449640d/Fode-Ballo-Toure"
"23",NA,"2022 Senegal","WCQ — CAF M","Abdallah Sima","MF","20",2,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/fdbde523/Abdallah-Sima"
"24",NA,"2022 Senegal","WCQ — CAF M","Bamba Dieng","FW","21",6,0,160,1.8,0,1,0,0,0,1,0,0,0.56,0.56,0,0.56,"https://fbref.com/en/players/40774c6b/Bamba-Dieng"
"25",NA,"2022 Senegal","WCQ — CAF M","Pape Gueye","MF","23",3,0,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7155e3e1/Pape-Gueye"
"26",NA,"2022 Senegal","WCQ — CAF M","El Hadji Moutarou Baldé","DF","28",2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/834506b9/El-Hadji-Moutarou-Balde"
"27",NA,"2022 Senegal","WCQ — CAF M","Moustapha Name","MF","26",2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/38ce48b7/Moustapha-Name"
"28",NA,"2022 Senegal","WCQ — CAF M","Abdoulaye Seck","DF","29",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f07a0fe5/Abdoulaye-Seck"
"29",NA,"2022 Senegal","WCQ — CAF M","Aliou Badara Faty","GK","22",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/bf3f1504/Aliou-Badara-Faty"
"30",NA,"2022 Senegal","WCQ — CAF M","Seny Dieng","GK","27",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/c135cddd/Seny-Dieng"
"31",NA,"2022 Senegal","WCQ — CAF M","Bingourou Kamara","GK","25",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/3814120d/Bingourou-Kamara"
"32",NA,"2022 Senegal","WCQ — CAF M","Loum Ndiaye","MF","25",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/bcfc4473/Loum-Ndiaye"
"33",NA,"2022 Senegal","WCQ — CAF M","Sada Thioub","FW,MF","26",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f4bc42b1/Sada-Thioub"
