"","Season","Squad","Comp","Player","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","PlayerURL"
"15",NA,"2022 Ecuador","WCQ — CONMEBOL M","Alan Franco","MF","23",12,7,581,6.5,0,1,0,0,0,3,0,0,0.15,0.15,0,0.15,"https://fbref.com/en/players/c76b161b/Alan-Franco"
"16",NA,"2022 Ecuador","WCQ — CONMEBOL M","Hernán Galíndez","GK","34",6,5,468,5.2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/89c136f6/Hernan-Galindez"
"17",NA,"2022 Ecuador","WCQ — CONMEBOL M","Jhegson Méndez","MF","24",7,4,321,3.6,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/db0c5324/Jhegson-Mendez"
"18",NA,"2022 Ecuador","WCQ — CONMEBOL M","Ayrton Preciado","MF","27",7,3,252,2.8,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/5df18014/Ayrton-Preciado"
"19",NA,"2022 Ecuador","WCQ — CONMEBOL M","Jeremy Sarmiento","MF","19",5,2,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ac0d576d/Jeremy-Sarmiento"
"20",NA,"2022 Ecuador","WCQ — CONMEBOL M","Romario Ibarra","MF,FW","27",4,2,184,2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b494ccf5/Romario-Ibarra"
"21",NA,"2022 Ecuador","WCQ — CONMEBOL M","Moisés Ramírez","GK","21",2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/edf42402/Moises-Ramirez"
"22",NA,"2022 Ecuador","WCQ — CONMEBOL M","Luis Fernando León","DF","28",2,2,179,2,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,"https://fbref.com/en/players/69873a5f/Luis-Fernando-Leon"
"23",NA,"2022 Ecuador","WCQ — CONMEBOL M","Joao Joshimar Rojas","MF,FW","24",6,2,172,1.9,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/bc7774f1/Joao-Joshimar-Rojas"
"24",NA,"2022 Ecuador","WCQ — CONMEBOL M","Renato Ibarra","MF","31",3,2,171,1.9,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/f2f06df9/Renato-Ibarra"
"25",NA,"2022 Ecuador","WCQ — CONMEBOL M","Junior Sornoza","MF,FW","28",3,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,"https://fbref.com/en/players/fdb68e2a/Junior-Sornoza"
"26",NA,"2022 Ecuador","WCQ — CONMEBOL M","Pedro Perlaza","DF","30",2,2,131,1.5,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/37e0fb11/Pedro-Perlaza"
"27",NA,"2022 Ecuador","WCQ — CONMEBOL M","Fernando Gaibor","MF","30",2,2,121,1.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0dca7f25/Fernando-Gaibor"
"28",NA,"2022 Ecuador","WCQ — CONMEBOL M","Pedro Ortíz","GK","31",2,1,145,1.6,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c56034d6/Pedro-Ortiz"
"29",NA,"2022 Ecuador","WCQ — CONMEBOL M","Jordy Caicedo","FW","24",6,1,121,1.3,1,0,0,1,1,0,0,0.74,0,0.74,0,0,"https://fbref.com/en/players/7fcb27d8/Jordy-Caicedo"
"30",NA,"2022 Ecuador","WCQ — CONMEBOL M","José Cifuentes","MF","22",2,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8c8c07a7/Jose-Cifuentes"
"31",NA,"2022 Ecuador","WCQ — CONMEBOL M","Christian Cruz","DF","29",1,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d61890f3/Christian-Cruz"
"32",NA,"2022 Ecuador","WCQ — CONMEBOL M","Beder Caicedo","DF","29",2,1,81,0.9,1,0,1,0,0,0,0,1.11,0,1.11,1.11,1.11,"https://fbref.com/en/players/d5d84019/Beder-Caicedo"
"33",NA,"2022 Ecuador","WCQ — CONMEBOL M","José Carabalí","MF","24",1,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/05164907/Jose-Carabali"
"34",NA,"2022 Ecuador","WCQ — CONMEBOL M","Djorkaeff Reasco","FW","23",1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5d7b7f0e/Djorkaeff-Reasco"
"35",NA,"2022 Ecuador","WCQ — CONMEBOL M","José Hurtado","DF","20",1,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cb067e96/Jose-Hurtado"
"36",NA,"2022 Ecuador","WCQ — CONMEBOL M","Erick Ferigra","DF","22",1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/67cddecb/Erick-Ferigra"
"37",NA,"2022 Ecuador","WCQ — CONMEBOL M","Adolfo Muñoz","MF","24",1,1,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/336b6ca1/Adolfo-Munoz"
"38",NA,"2022 Ecuador","WCQ — CONMEBOL M","Christian Noboa","MF","36",2,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9d1e8e76/Christian-Noboa"
"39",NA,"2022 Ecuador","WCQ — CONMEBOL M","Fidel Martínez","FW,MF","31",2,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6c10fced/Fidel-Martinez"
"40",NA,"2022 Ecuador","WCQ — CONMEBOL M","Diego Palacios","DF","22",3,0,39,0.4,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/6ec37f2e/Diego-Palacios"
"41",NA,"2022 Ecuador","WCQ — CONMEBOL M","Janner Corozo","DF,MF","26",1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/87feab17/Janner-Corozo"
"42",NA,"2022 Ecuador","WCQ — CONMEBOL M","Damián Díaz","MF","35",1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/08e0a56b/Damian-Diaz"
"43",NA,"2022 Ecuador","WCQ — CONMEBOL M","Brayan Angulo","FW","26",4,0,25,0.3,0,1,0,0,0,0,0,0,3.6,3.6,0,3.6,"https://fbref.com/en/players/37fdc62b/Brayan-Angulo"
"44",NA,"2022 Ecuador","WCQ — CONMEBOL M","Romario Caicedo","DF,MF","31",1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7d6f5b33/Romario-Caicedo"
"45",NA,"2022 Ecuador","WCQ — CONMEBOL M","Washington Corozo","FW,MF","23",1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1391217a/Washington-Corozo"
"46",NA,"2022 Ecuador","WCQ — CONMEBOL M","Michael Carcelen","MF","24",3,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0f02fceb/Michael-Carcelen"
"47",NA,"2022 Ecuador","WCQ — CONMEBOL M","Jhojan Julio","MF","23",1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b1fc89f5/Jhojan-Julio"
"48",NA,"2022 Ecuador","WCQ — CONMEBOL M","Juan Cazares","MF","29",1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/754368cb/Juan-Cazares"
"49",NA,"2022 Ecuador","WCQ — CONMEBOL M","Leonardo Campana","FW","21",1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bf9c0749/Leonardo-Campana"
"50",NA,"2022 Ecuador","WCQ — CONMEBOL M","Jordy Alcivar","MF","22",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/6e98c19f/Jordy-Alcivar"
"51",NA,"2022 Ecuador","WCQ — CONMEBOL M","Dixon Arroyo","MF","29",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/84090894/Dixon-Arroyo"
"52",NA,"2022 Ecuador","WCQ — CONMEBOL M","Moisés Corozo","DF","29",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/af0a6039/Moises-Corozo"
"53",NA,"2022 Ecuador","WCQ — CONMEBOL M","José Enrique Angulo","FW","26",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/5e4e7cca/Jose-Enrique-Angulo"
"54",NA,"2022 Ecuador","WCQ — CONMEBOL M","José Gabriel Cevallos","GK","23",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/435955c1/Jose-Gabriel-Cevallos"
"55",NA,"2022 Ecuador","WCQ — CONMEBOL M","Carlos Garcés","FW","31",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/590c3053/Carlos-Garces"
"56",NA,"2022 Ecuador","WCQ — CONMEBOL M","Franklin Guerra","DF,MF","29",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7b081b85/Franklin-Guerra"
"57",NA,"2022 Ecuador","WCQ — CONMEBOL M","Mario Pineida","DF","29",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2990a468/Mario-Pineida"
"58",NA,"2022 Ecuador","WCQ — CONMEBOL M","Jorge Pinos","GK","32",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/98d1510a/Jorge-Pinos"
"59",NA,"2022 Ecuador","WCQ — CONMEBOL M","Jackson Porozo","DF","21",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7d704e92/Jackson-Porozo"
