"","Season","Squad","Comp","Player","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","PlayerURL"
"1",NA,"2022 Mexico","WCQ — CONCACAF M","Guillermo Ochoa","GK","36",14,14,1260,14,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1e9bde92/Guillermo-Ochoa"
"2",NA,"2022 Mexico","WCQ — CONCACAF M","César Montes","DF","24",10,10,888,9.9,0,0,0,0,0,2,0,0,0,0,0,0,"https://fbref.com/en/players/28e957d7/Cesar-Montes"
"3",NA,"2022 Mexico","WCQ — CONCACAF M","Jesús Gallardo","DF,MF","27",11,10,879,9.8,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/d0846b6c/Jesus-Gallardo"
"4",NA,"2022 Mexico","WCQ — CONCACAF M","Edson Álvarez","MF","24",10,10,816,9.1,0,0,0,0,0,3,0,0,0,0,0,0,"https://fbref.com/en/players/8b3ab7ad/Edson-Alvarez"
"5",NA,"2022 Mexico","WCQ — CONCACAF M","Héctor Herrera","MF","31",11,9,839,9.3,1,0,1,0,0,2,0,0.11,0,0.11,0.11,0.11,"https://fbref.com/en/players/a8542814/Hector-Herrera"
"6",NA,"2022 Mexico","WCQ — CONCACAF M","Néstor Araujo","DF","30",9,9,786,8.7,0,0,0,0,0,2,1,0,0,0,0,0,"https://fbref.com/en/players/27a013f7/Nestor-Araujo"
"7",NA,"2022 Mexico","WCQ — CONCACAF M","Hirving Lozano","FW","26",10,9,736,8.2,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,"https://fbref.com/en/players/a69e4806/Hirving-Lozano"
"8",NA,"2022 Mexico","WCQ — CONCACAF M","Charly Rodríguez","MF","25",12,9,681,7.6,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f0acf582/Charly-Rodriguez"
"9",NA,"2022 Mexico","WCQ — CONCACAF M","Jesús Corona","FW","29",13,8,756,8.4,1,2,1,0,0,1,0,0.12,0.24,0.36,0.12,0.36,"https://fbref.com/en/players/fb938d24/Jesus-Corona"
"10",NA,"2022 Mexico","WCQ — CONCACAF M","Raúl Jiménez","FW","30",9,8,686,7.6,3,0,0,3,3,1,0,0.39,0,0.39,0,0,"https://fbref.com/en/players/b561db50/Raul-Jimenez"
"11",NA,"2022 Mexico","WCQ — CONCACAF M","Jorge Eduardo Sánchez","DF,MF","24",8,8,635,7.1,1,0,1,0,0,0,0,0.14,0,0.14,0.14,0.14,"https://fbref.com/en/players/c8d1c3a5/Jorge-Eduardo-Sanchez"
"12",NA,"2022 Mexico","WCQ — CONCACAF M","Alexis Vega","FW,MF","24",9,6,438,4.9,2,0,2,0,0,2,0,0.41,0,0.41,0.41,0.41,"https://fbref.com/en/players/f40f4c38/Alexis-Vega"
"13",NA,"2022 Mexico","WCQ — CONCACAF M","Rogelio Funes Mori","FW","30",8,6,431,4.8,1,0,1,0,0,0,0,0.21,0,0.21,0.21,0.21,"https://fbref.com/en/players/bf9a2406/Rogelio-Funes-Mori"
"14",NA,"2022 Mexico","WCQ — CONCACAF M","Julio Domínguez","DF","34",5,5,383,4.3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/99b865b7/Julio-Dominguez"
"15",NA,"2022 Mexico","WCQ — CONCACAF M","Luis Romo","MF","26",10,4,453,5,0,1,0,0,0,1,0,0,0.2,0.2,0,0.2,"https://fbref.com/en/players/e590bb10/Luis-Romo"
"16",NA,"2022 Mexico","WCQ — CONCACAF M","Héctor Moreno","DF","34",4,4,360,4,1,0,1,0,0,2,0,0.25,0,0.25,0.25,0.25,"https://fbref.com/en/players/5d311e8d/Hector-Moreno"
"17",NA,"2022 Mexico","WCQ — CONCACAF M","Johan Vásquez","DF","23",4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5eaed77a/Johan-Vasquez"
"18",NA,"2022 Mexico","WCQ — CONCACAF M","Andrés Guardado","MF","35",7,4,352,3.9,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ef322658/Andres-Guardado"
"19",NA,"2022 Mexico","WCQ — CONCACAF M","Luis Alfonso Rodríguez","DF","31",5,3,376,4.2,0,0,0,0,0,2,0,0,0,0,0,0,"https://fbref.com/en/players/125d6bed/Luis-Alfonso-Rodriguez"
"20",NA,"2022 Mexico","WCQ — CONCACAF M","Gerardo Arteaga","DF","23",5,3,318,3.5,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/8b47ce35/Gerardo-Arteaga"
"21",NA,"2022 Mexico","WCQ — CONCACAF M","Orbelín Pineda","MF,FW","25",7,3,315,3.5,1,1,0,1,1,0,0,0.29,0.29,0.57,0,0.29,"https://fbref.com/en/players/411fabd7/Orbelin-Pineda"
"22",NA,"2022 Mexico","WCQ — CONCACAF M","Uriel Antuna","FW","24",7,2,223,2.5,1,0,1,0,0,0,0,0.4,0,0.4,0.4,0.4,"https://fbref.com/en/players/a35f5848/Uriel-Antuna"
"23",NA,"2022 Mexico","WCQ — CONCACAF M","Francisco Sebastián Córdova","MF","24",4,2,216,2.4,1,0,1,0,0,0,0,0.42,0,0.42,0.42,0.42,"https://fbref.com/en/players/6f760f44/Francisco-Sebastian-Cordova"
"24",NA,"2022 Mexico","WCQ — CONCACAF M","Roberto Alvarado","MF","23",4,1,155,1.7,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ff871e14/Roberto-Alvarado"
"25",NA,"2022 Mexico","WCQ — CONCACAF M","Erick Gutiérrez","MF","26",3,1,112,1.2,0,0,0,0,0,1,0,0,0,0,0,0,"https://fbref.com/en/players/c7842dab/Erick-Gutierrez"
"26",NA,"2022 Mexico","WCQ — CONCACAF M","Osvaldo Rodríguez del Portal","DF","25",1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/db9f5c17/Osvaldo-Rodriguez-del-Portal"
"27",NA,"2022 Mexico","WCQ — CONCACAF M","Jonathan dos Santos","MF","31",1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/91872dec/Jonathan-dos-Santos"
"28",NA,"2022 Mexico","WCQ — CONCACAF M","Henry Martín","FW","29",7,0,161,1.8,2,0,2,0,0,0,0,1.12,0,1.12,1.12,1.12,"https://fbref.com/en/players/b585c991/Henry-Martin"
"29",NA,"2022 Mexico","WCQ — CONCACAF M","Diego Lainez","FW,MF","21",3,0,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bf12926c/Diego-Lainez"
"30",NA,"2022 Mexico","WCQ — CONCACAF M","Julian Araujo","DF","20",1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8f4541c2/Julian-Araujo"
"31",NA,"2022 Mexico","WCQ — CONCACAF M","Rodolfo Pizarro","DF,FW","27",1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4b49ed54/Rodolfo-Pizarro"
"32",NA,"2022 Mexico","WCQ — CONCACAF M","Carlos Acevedo","GK","25",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0810e384/Carlos-Acevedo"
"33",NA,"2022 Mexico","WCQ — CONCACAF M","Érick Aguirre","DF,MF","24",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/06dddd9e/Erick-Aguirre"
"34",NA,"2022 Mexico","WCQ — CONCACAF M","Jesús Alberto Angulo","DF","24",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2a8638ec/Jesus-Alberto-Angulo"
"35",NA,"2022 Mexico","WCQ — CONCACAF M","Rodolfo Cota","GK","34",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a4a5868e/Rodolfo-Cota"
"36",NA,"2022 Mexico","WCQ — CONCACAF M","José David Ramírez","DF,MF","26",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/9396692d/Jose-David-Ramirez"
